SEQ='N '     NUCCHG=18                                                  /LS/

   PARENT TERM INDEXING                 BWNP=  94468457.0   NPRNTI= 4   NPRNTF=12
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
   360       2.27E-13  1.59E-13  9.83E-14  6.69E-14  4.40E-14  2.31E-14  1.29E-14  6.49E-15  2.23E-15  9.06E-16
             3.47E-16  9.25E-17  3.33E-17  1.19E-17  3.03E-18  1.07E-18  3.79E-19  9.60E-20  3.40E-20
   361       1.14E-13  7.96E-14  4.92E-14  3.34E-14  2.20E-14  1.16E-14  6.45E-15  3.24E-15  1.12E-15  4.53E-16
             1.73E-16  4.62E-17  1.67E-17  5.95E-18  1.51E-18  5.36E-19  1.90E-19  4.80E-20  1.70E-20
   362       2.62E-13  1.84E-13  1.13E-13  7.72E-14  5.08E-14  2.67E-14  1.49E-14  7.48E-15  2.58E-15  1.04E-15
             4.00E-16  1.07E-16  3.84E-17  1.37E-17  3.49E-18  1.24E-18  4.38E-19  1.11E-19  3.92E-20
   363       1.31E-13  9.19E-14  5.67E-14  3.86E-14  2.54E-14  1.34E-14  7.44E-15  3.74E-15  1.29E-15  5.22E-16
             2.00E-16  5.34E-17  1.92E-17  6.86E-18  1.75E-18  6.18E-19  2.19E-19  5.54E-20  1.96E-20
   364       5.96E-14  4.16E-14  2.54E-14  1.70E-14  1.09E-14  5.40E-15  2.83E-15  1.34E-15  4.29E-16  1.67E-16
             6.25E-17  1.64E-17  5.86E-18  2.09E-18  5.29E-19  1.87E-19  6.63E-20  1.68E-20  5.93E-21
   365       2.98E-14  2.08E-14  1.27E-14  8.50E-15  5.44E-15  2.70E-15  1.42E-15  6.69E-16  2.15E-16  8.37E-17
             3.13E-17  8.19E-18  2.93E-18  1.04E-18  2.65E-19  9.37E-20  3.32E-20  8.39E-21  2.97E-21
   366       6.88E-14  4.80E-14  2.93E-14  1.96E-14  1.26E-14  6.23E-15  3.27E-15  1.54E-15  4.95E-16  1.93E-16
             7.21E-17  1.89E-17  6.76E-18  2.41E-18  6.11E-19  2.16E-19  7.65E-20  1.94E-20  6.85E-21
   367       3.44E-14  2.40E-14  1.47E-14  9.81E-15  6.28E-15  3.11E-15  1.64E-15  7.72E-16  2.48E-16  9.65E-17
             3.61E-17  9.45E-18  3.38E-18  1.20E-18  3.05E-19  1.08E-19  3.83E-20  9.68E-21  3.42E-21
   368       7.79E-14  5.44E-14  3.32E-14  2.22E-14  1.42E-14  7.06E-15  3.71E-15  1.75E-15  5.61E-16  2.19E-16
             8.17E-17  2.14E-17  7.67E-18  2.73E-18  6.92E-19  2.45E-19  8.67E-20  2.19E-20  7.76E-21
   369       3.90E-14  2.72E-14  1.66E-14  1.11E-14  7.12E-15  3.53E-15  1.85E-15  8.75E-16  2.81E-16  1.09E-16
             4.09E-17  1.07E-17  3.83E-18  1.36E-18  3.46E-19  1.23E-19  4.34E-20  1.10E-20  3.88E-21
   370       2.08E-13  1.47E-13  9.26E-14  6.49E-14  4.51E-14  2.72E-14  1.79E-14  1.11E-14  5.28E-15  2.69E-15
             1.25E-15  3.98E-16  1.56E-16  5.86E-17  1.55E-17  5.54E-18  1.98E-18  5.02E-19  1.78E-19
   374       1.69E-18  1.20E-18  7.75E-19  5.62E-19  4.18E-19  2.99E-19  2.46E-19  2.09E-19  1.67E-19  1.33E-19
             9.60E-20  5.33E-20  3.01E-20  1.53E-20  5.45E-21  2.29E-21  9.12E-22  2.53E-22  9.32E-23
   376       3.69E-18  2.62E-18  1.69E-18  1.22E-18  9.05E-19  6.39E-19  5.11E-19  4.11E-19  2.87E-19  1.95E-19
             1.18E-19  5.00E-20  2.30E-20  9.73E-21  2.83E-21  1.06E-21  3.87E-22  1.00E-22  3.57E-23
   378       1.94E-17  1.38E-17  8.81E-18  6.34E-18  4.63E-18  3.16E-18  2.44E-18  1.91E-18  1.36E-18  9.93E-19
             6.75E-19  3.54E-19  1.95E-19  9.72E-20  3.41E-20  1.43E-20  5.65E-21  1.56E-21  5.75E-22
   379       1.17E-17  8.27E-18  5.29E-18  3.81E-18  2.78E-18  1.90E-18  1.47E-18  1.15E-18  8.21E-19  6.01E-19
             4.09E-19  2.15E-19  1.18E-19  5.90E-20  2.07E-20  8.65E-21  3.43E-21  9.49E-22  3.49E-22
   381       6.22E-20  4.42E-20  2.83E-20  2.05E-20  1.50E-20  1.03E-20  7.84E-21  5.80E-21  3.43E-21  2.00E-21
             1.03E-21  3.55E-22  1.44E-22  5.54E-23  1.48E-23  5.35E-24  1.91E-24  4.87E-25  1.72E-25
   386       3.79E-17  2.69E-17  1.72E-17  1.23E-17  8.96E-18  6.02E-18  4.51E-18  3.34E-18  2.09E-18  1.33E-18
             7.57E-19  3.06E-19  1.37E-19  5.72E-20  1.65E-20  6.14E-21  2.24E-21  5.77E-22  2.05E-22
   387       1.16E-18  8.20E-19  5.24E-19  3.76E-19  2.73E-19  1.84E-19  1.38E-19  1.02E-19  6.40E-20  4.06E-20
             2.32E-20  9.37E-21  4.22E-21  1.76E-21  5.05E-22  1.88E-22  6.86E-23  1.77E-23  6.30E-24
   388       5.89E-18  4.18E-18  2.67E-18  1.92E-18  1.39E-18  9.37E-19  7.04E-19  5.23E-19  3.28E-19  2.08E-19
             1.19E-19  4.81E-20  2.17E-20  9.02E-21  2.59E-21  9.67E-22  3.52E-22  9.09E-23  3.24E-23
   390       8.64E-19  6.13E-19  3.90E-19  2.79E-19  2.01E-19  1.31E-19  9.40E-20  6.46E-20  3.48E-20  1.91E-20
             9.37E-21  3.13E-21  1.25E-21  4.75E-22  1.26E-22  4.54E-23  1.62E-23  4.13E-24  1.46E-24
   393       1.79E-19  1.27E-19  8.07E-20  5.77E-20  4.15E-20  2.71E-20  1.95E-20  1.34E-20  7.23E-21  3.98E-21
             1.95E-21  6.51E-22  2.60E-22  9.89E-23  2.63E-23  9.46E-24  3.38E-24  8.59E-25  3.04E-25
   420       3.70E-21  2.66E-21  1.77E-21  1.36E-21  1.14E-21  1.16E-21  1.54E-21  2.42E-21  4.39E-21  5.82E-21
             6.26E-21  4.99E-21  3.37E-21  1.94E-21  7.64E-22  3.36E-22  1.38E-22  3.91E-23  1.45E-23
   432       2.44E-19  1.75E-19  1.15E-19  8.58E-20  6.74E-20  5.46E-20  5.06E-20  4.83E-20  4.28E-20  3.54E-20
             2.63E-20  1.48E-20  8.39E-21  4.28E-21  1.53E-21  6.43E-22  2.56E-22  7.11E-23  2.61E-23
   433       5.38E-19  3.85E-19  2.53E-19  1.90E-19  1.49E-19  1.19E-19  1.08E-19  9.69E-20  7.50E-20  5.34E-20
             3.30E-20  1.43E-20  6.61E-21  2.80E-21  8.17E-22  3.06E-22  1.12E-22  2.90E-23  1.03E-23
   434       1.04E-20  7.46E-21  4.89E-21  3.65E-21  2.85E-21  2.22E-21  1.90E-21  1.56E-21  1.02E-21  6.22E-22
             3.26E-22  1.15E-22  4.71E-23  1.81E-23  4.86E-24  1.76E-24  6.28E-25  1.60E-25  5.67E-26


 -----------------------------------------
 PRTF= 1  TRMPRT= (3P)  SPNPRT= 3  NSYS= 2
                                                                                              -----------------
                                                                                              SYS= 1  SPNSYS= 2
   IREP
   ----
     2       2.29E-11  1.62E-11  1.02E-11  7.22E-12  5.10E-12  3.21E-12  2.25E-12  1.57E-12  9.48E-13  6.27E-13
             3.97E-13  1.96E-13  1.05E-13  5.14E-14  1.78E-14  7.41E-15  2.93E-15  8.11E-16  2.99E-16
     3       7.96E-12  5.63E-12  3.55E-12  2.51E-12  1.77E-12  1.11E-12  7.69E-13  5.28E-13  3.10E-13  1.99E-13
             1.22E-13  5.91E-14  3.22E-14  1.67E-14  6.54E-15  3.05E-15  1.36E-15  4.42E-16  1.81E-16
     4       6.48E-12  4.58E-12  2.89E-12  2.04E-12  1.43E-12  8.85E-13  6.07E-13  4.06E-13  2.27E-13  1.38E-13
             7.99E-14  3.58E-14  1.84E-14  9.09E-15  3.34E-15  1.50E-15  6.51E-16  2.05E-16  8.23E-17
     5       5.10E-12  3.60E-12  2.27E-12  1.59E-12  1.11E-12  6.81E-13  4.59E-13  2.99E-13  1.59E-13  9.28E-14
             5.13E-14  2.18E-14  1.08E-14  5.17E-15  1.85E-15  8.15E-16  3.48E-16  1.08E-16  4.31E-17
     6       4.20E-12  2.96E-12  1.86E-12  1.30E-12  9.07E-13  5.47E-13  3.62E-13  2.30E-13  1.17E-13  6.56E-14
             3.50E-14  1.42E-14  6.88E-15  3.22E-15  1.12E-15  4.90E-16  2.08E-16  6.39E-17  2.54E-17
     7       3.58E-12  2.52E-12  1.58E-12  1.11E-12  7.64E-13  4.54E-13  2.94E-13  1.82E-13  8.89E-14  4.84E-14
             2.51E-14  9.85E-15  4.67E-15  2.15E-15  7.38E-16  3.19E-16  1.34E-16  4.10E-17  1.62E-17
     8       3.13E-12  2.20E-12  1.38E-12  9.59E-13  6.58E-13  3.84E-13  2.45E-13  1.48E-13  6.96E-14  3.69E-14
             1.87E-14  7.14E-15  3.33E-15  1.51E-15  5.12E-16  2.19E-16  9.18E-17  2.79E-17  1.10E-17
     9       2.78E-12  1.96E-12  1.22E-12  8.45E-13  5.75E-13  3.31E-13  2.07E-13  1.22E-13  5.58E-14  2.89E-14
             1.43E-14  5.35E-15  2.46E-15  1.11E-15  3.71E-16  1.58E-16  6.57E-17  1.99E-17  7.83E-18
    10       2.50E-12  1.76E-12  1.09E-12  7.54E-13  5.10E-13  2.88E-13  1.77E-13  1.03E-13  4.55E-14  2.31E-14
             1.13E-14  4.13E-15  1.88E-15  8.35E-16  2.77E-16  1.18E-16  4.87E-17  1.47E-17  5.77E-18
    11       2.27E-12  1.60E-12  9.90E-13  6.80E-13  4.55E-13  2.53E-13  1.53E-13  8.69E-14  3.77E-14  1.88E-14
             9.02E-15  3.26E-15  1.47E-15  6.48E-16  2.13E-16  9.00E-17  3.72E-17  1.12E-17  4.38E-18
    12       2.08E-12  1.46E-12  9.04E-13  6.17E-13  4.10E-13  2.24E-13  1.33E-13  7.45E-14  3.16E-14  1.55E-14
             7.36E-15  2.62E-15  1.17E-15  5.13E-16  1.68E-16  7.06E-17  2.91E-17  8.70E-18  3.41E-18
    13       1.92E-12  1.35E-12  8.30E-13  5.63E-13  3.71E-13  2.00E-13  1.17E-13  6.45E-14  2.68E-14  1.30E-14
             6.09E-15  2.14E-15  9.50E-16  4.14E-16  1.35E-16  5.64E-17  2.32E-17  6.92E-18  2.71E-18
    14       1.79E-12  1.25E-12  7.66E-13  5.17E-13  3.38E-13  1.79E-13  1.04E-13  5.62E-14  2.29E-14  1.10E-14
             5.10E-15  1.78E-15  7.82E-16  3.39E-16  1.10E-16  4.58E-17  1.88E-17  5.59E-18  2.18E-18
    15       1.67E-12  1.17E-12  7.14E-13  4.79E-13  3.11E-13  1.62E-13  9.23E-14  4.94E-14  1.98E-14  9.43E-15
             4.33E-15  1.49E-15  6.53E-16  2.82E-16  9.07E-17  3.77E-17  1.54E-17  4.58E-18  1.78E-18
    16       1.57E-12  1.09E-12  6.66E-13  4.45E-13  2.86E-13  1.47E-13  8.26E-14  4.37E-14  1.73E-14  8.12E-15
             3.70E-15  1.26E-15  5.50E-16  2.36E-16  7.58E-17  3.15E-17  1.28E-17  3.80E-18  1.48E-18
    17       1.39E-12  9.67E-13  5.83E-13  3.84E-13  2.43E-13  1.21E-13  6.67E-14  3.45E-14  1.33E-14  6.15E-15
             2.77E-15  9.31E-16  4.02E-16  1.72E-16  5.46E-17  2.26E-17  9.18E-18  2.71E-18  1.05E-18
    18       1.25E-12  8.66E-13  5.16E-13  3.36E-13  2.09E-13  1.02E-13  5.50E-14  2.79E-14  1.05E-14  4.80E-15
             2.13E-15  7.10E-16  3.04E-16  1.29E-16  4.08E-17  1.68E-17  6.81E-18  2.00E-18  7.72E-19
    19       1.13E-12  7.82E-13  4.62E-13  2.97E-13  1.82E-13  8.65E-14  4.58E-14  2.29E-14  8.47E-15  3.82E-15
             1.68E-15  5.54E-16  2.36E-16  9.95E-17  3.13E-17  1.29E-17  5.20E-18  1.53E-18  5.90E-19
    20       9.89E-13  6.78E-13  3.94E-13  2.50E-13  1.50E-13  6.89E-14  3.56E-14  1.74E-14  6.30E-15  2.81E-15
             1.22E-15  3.97E-16  1.68E-16  7.02E-17  2.19E-17  8.97E-18  3.61E-18  1.06E-18  4.08E-19
    21       8.45E-13  5.73E-13  3.26E-13  2.02E-13  1.18E-13  5.23E-14  2.64E-14  1.26E-14  4.45E-15  1.95E-15
             8.37E-16  2.68E-16  1.12E-16  4.68E-17  1.45E-17  5.90E-18  2.37E-18  6.91E-19  2.66E-19
    22       6.87E-13  4.59E-13  2.54E-13  1.52E-13  8.56E-14  3.63E-14  1.77E-14  8.25E-15  2.83E-15  1.22E-15
             5.16E-16  1.63E-16  6.76E-17  2.79E-17  8.57E-18  3.47E-18  1.39E-18  4.03E-19  1.55E-19
    23       6.08E-13  4.02E-13  2.18E-13  1.28E-13  7.06E-14  2.92E-14  1.40E-14  6.43E-15  2.17E-15  9.28E-16
             3.90E-16  1.22E-16  5.04E-17  2.07E-17  6.33E-18  2.55E-18  1.02E-18  2.95E-19  1.13E-19
    24       5.16E-13  3.36E-13  1.76E-13  1.01E-13  5.42E-14  2.17E-14  1.02E-14  4.60E-15  1.53E-15  6.45E-16
             2.68E-16  8.32E-17  3.41E-17  1.39E-17  4.23E-18  1.70E-18  6.77E-19  1.96E-19  7.50E-20
    25       4.66E-13  3.00E-13  1.55E-13  8.72E-14  4.61E-14  1.81E-14  8.42E-15  3.76E-15  1.23E-15  5.18E-16
             2.15E-16  6.61E-17  2.70E-17  1.10E-17  3.33E-18  1.34E-18  5.31E-19  1.53E-19  5.86E-20
    26       4.05E-13  2.57E-13  1.29E-13  7.10E-14  3.67E-14  1.41E-14  6.45E-15  2.84E-15  9.22E-16  3.84E-16
             1.58E-16  4.84E-17  1.97E-17  7.99E-18  2.41E-18  9.64E-19  3.82E-19  1.10E-19  4.20E-20
    27       3.55E-13  2.22E-13  1.09E-13  5.87E-14  2.98E-14  1.12E-14  5.07E-15  2.21E-15  7.09E-16  2.94E-16
             1.20E-16  3.66E-17  1.48E-17  5.99E-18  1.80E-18  7.19E-19  2.84E-19  8.15E-20  3.11E-20
    28       2.97E-13  1.81E-13  8.58E-14  4.52E-14  2.24E-14  8.21E-15  3.65E-15  1.57E-15  4.99E-16  2.05E-16
             8.33E-17  2.51E-17  1.01E-17  4.08E-18  1.22E-18  4.86E-19  1.92E-19  5.48E-20  2.09E-20
    29       2.43E-13  1.44E-13  6.60E-14  3.39E-14  1.64E-14  5.86E-15  2.57E-15  1.09E-15  3.42E-16  1.39E-16
             5.63E-17  1.69E-17  6.77E-18  2.71E-18  8.08E-19  3.21E-19  1.26E-19  3.61E-20  1.37E-20
    30       1.78E-13  1.02E-13  4.43E-14  2.20E-14  1.03E-14  3.56E-15  1.53E-15  6.41E-16  1.97E-16  7.96E-17
             3.19E-17  9.46E-18  3.77E-18  1.50E-18  4.45E-19  1.76E-19  6.90E-20  1.97E-20  7.47E-21
    31       1.44E-13  8.02E-14  3.36E-14  1.63E-14  7.51E-15  2.54E-15  1.08E-15  4.48E-16  1.36E-16  5.47E-17
             2.18E-17  6.44E-18  2.56E-18  1.02E-18  2.99E-19  1.18E-19  4.62E-20  1.31E-20  4.98E-21
    32       1.04E-13  5.59E-14  2.24E-14  1.05E-14  4.75E-15  1.57E-15  6.56E-16  2.69E-16  8.09E-17  3.22E-17
             1.28E-17  3.74E-18  1.48E-18  5.84E-19  1.71E-19  6.73E-20  2.63E-20  7.44E-21  2.81E-21
    33       8.08E-14  4.23E-14  1.64E-14  7.57E-15  3.35E-15  1.09E-15  4.51E-16  1.84E-16  5.48E-17  2.17E-17
             8.55E-18  2.49E-18  9.82E-19  3.87E-19  1.13E-19  4.44E-20  1.73E-20  4.87E-21  1.84E-21
    34       5.49E-14  2.77E-14  1.03E-14  4.63E-15  2.01E-15  6.37E-16  2.61E-16  1.05E-16  3.10E-17  1.22E-17
             4.79E-18  1.39E-18  5.44E-19  2.14E-19  6.20E-20  2.43E-20  9.42E-21  2.66E-21  1.00E-21
    35       4.02E-14  1.97E-14  7.13E-15  3.15E-15  1.35E-15  4.21E-16  1.71E-16  6.85E-17  2.01E-17  7.86E-18
             3.07E-18  8.84E-19  3.45E-19  1.35E-19  3.92E-20  1.53E-20  5.92E-21  1.67E-21  6.29E-22
    36       2.45E-14  1.16E-14  4.02E-15  1.73E-15  7.27E-16  2.23E-16  8.97E-17  3.55E-17  1.03E-17  4.01E-18
             1.56E-18  4.46E-19  1.74E-19  6.77E-20  1.95E-20  7.58E-21  2.93E-21  8.21E-22  3.09E-22
    37       1.73E-14  8.01E-15  2.72E-15  1.16E-15  4.80E-16  1.46E-16  5.81E-17  2.29E-17  6.60E-18  2.56E-18
             9.91E-19  2.82E-19  1.10E-19  4.26E-20  1.22E-20  4.75E-21  1.83E-21  5.12E-22  1.92E-22
    38       1.01E-14  4.55E-15  1.50E-15  6.25E-16  2.56E-16  7.64E-17  3.02E-17  1.18E-17  3.38E-18  1.31E-18
             5.03E-19  1.43E-19  5.51E-20  2.13E-20  6.10E-21  2.36E-21  9.09E-22  2.54E-22  9.54E-23
    39       6.81E-15  3.00E-15  9.69E-16  4.00E-16  1.62E-16  4.81E-17  1.89E-17  7.36E-18  2.10E-18  8.06E-19
             3.10E-19  8.75E-20  3.37E-20  1.30E-20  3.71E-21  1.43E-21  5.51E-22  1.54E-22  5.76E-23
    40       3.59E-15  1.54E-15  4.86E-16  1.98E-16  7.93E-17  2.32E-17  9.06E-18  3.51E-18  9.91E-19  3.80E-19
             1.45E-19  4.08E-20  1.57E-20  6.04E-21  1.71E-21  6.60E-22  2.53E-22  7.02E-23  2.62E-23
    41       2.49E-15  1.06E-15  3.30E-16  1.34E-16  5.32E-17  1.55E-17  6.03E-18  2.33E-18  6.56E-19  2.50E-19
             9.56E-20  2.68E-20  1.03E-20  3.95E-21  1.12E-21  4.31E-22  1.65E-22  4.56E-23  1.70E-23
    42       1.46E-15  6.14E-16  1.89E-16  7.57E-17  3.00E-17  8.68E-18  3.36E-18  1.29E-18  3.63E-19  1.38E-19
             5.27E-20  1.47E-20  5.64E-21  2.16E-21  6.11E-22  2.35E-22  8.98E-23  2.49E-23  9.31E-24

                                                                                              -----------------
                                                                                              SYS= 2  SPNSYS= 4
   IREP
   ----
     2       1.22E-11  8.63E-12  5.45E-12  3.85E-12  2.72E-12  1.71E-12  1.20E-12  8.34E-13  5.03E-13  3.32E-13
             2.09E-13  1.03E-13  5.47E-14  2.69E-14  9.34E-15  3.90E-15  1.55E-15  4.35E-16  1.61E-16
     3       2.04E-11  1.44E-11  9.11E-12  6.43E-12  4.53E-12  2.83E-12  1.97E-12  1.35E-12  7.87E-13  5.02E-13
             3.06E-13  1.46E-13  7.86E-14  4.01E-14  1.53E-14  6.99E-15  3.07E-15  9.79E-16  3.96E-16
     4       1.36E-11  9.61E-12  6.06E-12  4.27E-12  3.00E-12  1.86E-12  1.27E-12  8.52E-13  4.74E-13  2.89E-13
             1.67E-13  7.44E-14  3.82E-14  1.88E-14  6.87E-15  3.08E-15  1.33E-15  4.17E-16  1.67E-16
     5       1.04E-11  7.34E-12  4.62E-12  3.25E-12  2.27E-12  1.39E-12  9.36E-13  6.10E-13  3.24E-13  1.89E-13
             1.04E-13  4.41E-14  2.19E-14  1.05E-14  3.72E-15  1.64E-15  7.01E-16  2.17E-16  8.67E-17
     6       8.49E-12  5.99E-12  3.77E-12  2.64E-12  1.84E-12  1.11E-12  7.32E-13  4.65E-13  2.36E-13  1.32E-13
             7.05E-14  2.86E-14  1.38E-14  6.47E-15  2.26E-15  9.84E-16  4.16E-16  1.28E-16  5.09E-17
     7       7.21E-12  5.09E-12  3.19E-12  2.23E-12  1.54E-12  9.14E-13  5.93E-13  3.67E-13  1.79E-13  9.73E-14
             5.04E-14  1.98E-14  9.37E-15  4.31E-15  1.48E-15  6.39E-16  2.69E-16  8.20E-17  3.25E-17
     8       6.29E-12  4.43E-12  2.77E-12  1.93E-12  1.32E-12  7.73E-13  4.92E-13  2.97E-13  1.40E-13  7.41E-14
             3.74E-14  1.43E-14  6.67E-15  3.03E-15  1.03E-15  4.40E-16  1.84E-16  5.58E-17  2.20E-17
     9       5.58E-12  3.93E-12  2.45E-12  1.70E-12  1.16E-12  6.64E-13  4.15E-13  2.45E-13  1.12E-13  5.80E-14
             2.87E-14  1.07E-14  4.93E-15  2.21E-15  7.42E-16  3.16E-16  1.32E-16  3.98E-17  1.57E-17
    10       5.01E-12  3.53E-12  2.19E-12  1.51E-12  1.02E-12  5.78E-13  3.55E-13  2.06E-13  9.12E-14  4.63E-14
             2.25E-14  8.27E-15  3.76E-15  1.67E-15  5.55E-16  2.35E-16  9.75E-17  2.94E-17  1.16E-17
    11       4.56E-12  3.20E-12  1.99E-12  1.36E-12  9.13E-13  5.07E-13  3.06E-13  1.74E-13  7.54E-14  3.77E-14
             1.81E-14  6.52E-15  2.94E-15  1.30E-15  4.27E-16  1.80E-16  7.44E-17  2.23E-17  8.76E-18
    12       4.18E-12  2.93E-12  1.81E-12  1.24E-12  8.21E-13  4.49E-13  2.67E-13  1.49E-13  6.32E-14  3.11E-14
             1.47E-14  5.25E-15  2.34E-15  1.03E-15  3.36E-16  1.41E-16  5.82E-17  1.74E-17  6.82E-18
    13       3.85E-12  2.70E-12  1.66E-12  1.13E-12  7.44E-13  4.00E-13  2.34E-13  1.29E-13  5.36E-14  2.61E-14
             1.22E-14  4.29E-15  1.90E-15  8.28E-16  2.69E-16  1.13E-16  4.63E-17  1.38E-17  5.42E-18
    14       3.58E-12  2.50E-12  1.53E-12  1.04E-12  6.77E-13  3.59E-13  2.07E-13  1.12E-13  4.59E-14  2.20E-14
             1.02E-14  3.55E-15  1.56E-15  6.79E-16  2.19E-16  9.16E-17  3.75E-17  1.12E-17  4.37E-18
    15       3.35E-12  2.34E-12  1.43E-12  9.60E-13  6.22E-13  3.24E-13  1.85E-13  9.90E-14  3.97E-14  1.89E-14
             8.67E-15  2.98E-15  1.31E-15  5.64E-16  1.81E-16  7.55E-17  3.09E-17  9.16E-18  3.57E-18
    16       3.14E-12  2.19E-12  1.33E-12  8.90E-13  5.72E-13  2.94E-13  1.65E-13  8.74E-14  3.45E-14  1.62E-14
             7.40E-15  2.53E-15  1.10E-15  4.73E-16  1.52E-16  6.30E-17  2.57E-17  7.61E-18  2.96E-18
    17       2.79E-12  1.94E-12  1.17E-12  7.69E-13  4.86E-13  2.43E-13  1.34E-13  6.90E-14  2.66E-14  1.23E-14
             5.53E-15  1.86E-15  8.05E-16  3.43E-16  1.09E-16  4.52E-17  1.84E-17  5.42E-18  2.10E-18
    18       2.50E-12  1.73E-12  1.03E-12  6.73E-13  4.19E-13  2.04E-13  1.10E-13  5.58E-14  2.10E-14  9.61E-15
             4.27E-15  1.42E-15  6.09E-16  2.58E-16  8.16E-17  3.36E-17  1.36E-17  4.01E-18  1.54E-18
    19       2.27E-12  1.56E-12  9.24E-13  5.95E-13  3.64E-13  1.73E-13  9.17E-14  4.58E-14  1.69E-14  7.65E-15
             3.37E-15  1.11E-15  4.72E-16  1.99E-16  6.26E-17  2.57E-17  1.04E-17  3.05E-18  1.18E-18
    20       1.98E-12  1.36E-12  7.89E-13  5.00E-13  2.99E-13  1.38E-13  7.13E-14  3.49E-14  1.26E-14  5.61E-15
             2.44E-15  7.94E-16  3.35E-16  1.40E-16  4.39E-17  1.79E-17  7.23E-18  2.12E-18  8.16E-19
    21       1.69E-12  1.15E-12  6.53E-13  4.04E-13  2.36E-13  1.05E-13  5.28E-14  2.52E-14  8.90E-15  3.90E-15
             1.67E-15  5.37E-16  2.25E-16  9.36E-17  2.90E-17  1.18E-17  4.74E-18  1.38E-18  5.32E-19
    22       1.37E-12  9.19E-13  5.08E-13  3.04E-13  1.71E-13  7.26E-14  3.55E-14  1.65E-14  5.66E-15  2.44E-15
             1.03E-15  3.26E-16  1.35E-16  5.58E-17  1.71E-17  6.94E-18  2.77E-18  8.05E-19  3.09E-19
    23       1.22E-12  8.04E-13  4.35E-13  2.56E-13  1.41E-13  5.84E-14  2.80E-14  1.29E-14  4.35E-15  1.86E-15
             7.80E-16  2.44E-16  1.01E-16  4.14E-17  1.27E-17  5.11E-18  2.04E-18  5.90E-19  2.27E-19
    24       1.03E-12  6.71E-13  3.53E-13  2.02E-13  1.08E-13  4.34E-14  2.04E-14  9.20E-15  3.05E-15  1.29E-15
             5.37E-16  1.66E-16  6.82E-17  2.79E-17  8.47E-18  3.41E-18  1.35E-18  3.91E-19  1.50E-19
    25       9.32E-13  6.00E-13  3.09E-13  1.74E-13  9.22E-14  3.62E-14  1.68E-14  7.52E-15  2.47E-15  1.04E-15
             4.29E-16  1.32E-16  5.40E-17  2.20E-17  6.67E-18  2.68E-18  1.06E-18  3.06E-19  1.17E-19
    26       8.10E-13  5.13E-13  2.58E-13  1.42E-13  7.35E-14  2.82E-14  1.29E-14  5.69E-15  1.84E-15  7.69E-16
             3.16E-16  9.68E-17  3.94E-17  1.60E-17  4.82E-18  1.93E-18  7.64E-19  2.20E-19  8.40E-20
    27       7.10E-13  4.43E-13  2.17E-13  1.17E-13  5.97E-14  2.24E-14  1.01E-14  4.42E-15  1.42E-15  5.87E-16
             2.40E-16  7.31E-17  2.96E-17  1.20E-17  3.60E-18  1.44E-18  5.68E-19  1.63E-19  6.22E-20
    28       5.93E-13  3.62E-13  1.72E-13  9.04E-14  4.49E-14  1.64E-14  7.31E-15  3.15E-15  9.97E-16  4.10E-16
             1.67E-16  5.03E-17  2.03E-17  8.16E-18  2.44E-18  9.72E-19  3.83E-19  1.10E-19  4.17E-20
    29       4.85E-13  2.89E-13  1.32E-13  6.77E-14  3.28E-14  1.17E-14  5.14E-15  2.19E-15  6.84E-16  2.79E-16
             1.13E-16  3.37E-17  1.35E-17  5.43E-18  1.62E-18  6.42E-19  2.52E-19  7.22E-20  2.75E-20
    30       3.57E-13  2.05E-13  8.87E-14  4.39E-14  2.06E-14  7.12E-15  3.06E-15  1.28E-15  3.94E-16  1.59E-16
             6.38E-17  1.89E-17  7.55E-18  3.01E-18  8.90E-19  3.52E-19  1.38E-19  3.93E-20  1.49E-20
    31       2.87E-13  1.60E-13  6.72E-14  3.26E-14  1.50E-14  5.08E-15  2.16E-15  8.96E-16  2.73E-16  1.09E-16
             4.36E-17  1.29E-17  5.11E-18  2.03E-18  5.99E-19  2.36E-19  9.24E-20  2.63E-20  9.97E-21
    32       2.08E-13  1.12E-13  4.48E-14  2.11E-14  9.49E-15  3.13E-15  1.31E-15  5.38E-16  1.62E-16  6.44E-17
             2.55E-17  7.47E-18  2.95E-18  1.17E-18  3.42E-19  1.35E-19  5.26E-20  1.49E-20  5.63E-21
    33       1.62E-13  8.46E-14  3.28E-14  1.51E-14  6.70E-15  2.17E-15  9.02E-16  3.67E-16  1.10E-16  4.34E-17
             1.71E-17  4.99E-18  1.96E-18  7.74E-19  2.26E-19  8.87E-20  3.45E-20  9.75E-21  3.68E-21
    34       1.10E-13  5.53E-14  2.06E-14  9.26E-15  4.01E-15  1.27E-15  5.22E-16  2.10E-16  6.21E-17  2.44E-17
             9.58E-18  2.77E-18  1.09E-18  4.27E-19  1.24E-19  4.85E-20  1.88E-20  5.32E-21  2.01E-21
    35       8.04E-14  3.95E-14  1.43E-14  6.30E-15  2.69E-15  8.43E-16  3.42E-16  1.37E-16  4.01E-17  1.57E-17
             6.14E-18  1.77E-18  6.91E-19  2.70E-19  7.83E-20  3.06E-20  1.18E-20  3.33E-21  1.26E-21
