SEQ='NE'     NUCCHG=20                                                  /LS/

   PARENT TERM INDEXING                 BWNP= 135776773.9   NPRNTI= 1   NPRNTF= 1
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P5             (2)1( 2.5)        0.0 

   LS RESOLVED TERM INDEXING            BWNR= 140541089.1   NTRM= 175
   -------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
             2.36E-14  9.20E-15  4.11E-15  1.71E-15  4.96E-16  1.86E-16  6.79E-17  1.76E-17  6.26E-18
    11       4.96E-12  3.51E-12  2.21E-12  1.56E-12  1.10E-12  6.79E-13  4.65E-13  3.10E-13  1.70E-13  9.99E-14
             5.42E-14  2.12E-14  9.49E-15  3.96E-15  1.15E-15  4.30E-16  1.57E-16  4.07E-17  1.45E-17
    12       1.62E-12  1.14E-12  7.21E-13  5.08E-13  3.57E-13  2.21E-13  1.52E-13  1.01E-13  5.56E-14  3.27E-14
             1.78E-14  6.98E-15  3.13E-15  1.31E-15  3.78E-16  1.42E-16  5.19E-17  1.34E-17  4.78E-18
    13       1.14E-12  8.07E-13  5.09E-13  3.59E-13  2.52E-13  1.56E-13  1.07E-13  7.16E-14  3.93E-14  2.32E-14
             1.26E-14  4.95E-15  2.22E-15  9.27E-16  2.69E-16  1.01E-16  3.69E-17  9.54E-18  3.40E-18
    14       3.43E-12  2.42E-12  1.53E-12  1.08E-12  7.56E-13  4.69E-13  3.21E-13  2.15E-13  1.18E-13  6.95E-14
             3.78E-14  1.48E-14  6.65E-15  2.78E-15  8.07E-16  3.02E-16  1.11E-16  2.86E-17  1.02E-17
    15       6.24E-13  4.41E-13  2.78E-13  1.96E-13  1.38E-13  8.56E-14  5.88E-14  3.94E-14  2.18E-14  1.29E-14
             7.09E-15  2.81E-15  1.27E-15  5.31E-16  1.55E-16  5.80E-17  2.12E-17  5.50E-18  1.96E-18
    16       8.80E-13  6.23E-13  3.94E-13  2.79E-13  1.97E-13  1.25E-13  8.93E-14  6.38E-14  4.13E-14  2.98E-14
             2.15E-14  1.37E-14  9.46E-15  6.23E-15  3.24E-15  1.81E-15  9.33E-16  3.49E-16  1.54E-16
    17       2.88E-13  2.04E-13  1.29E-13  9.13E-14  6.47E-14  4.11E-14  2.93E-14  2.09E-14  1.36E-14  9.83E-15
             7.11E-15  4.55E-15  3.14E-15  2.07E-15  1.08E-15  6.02E-16  3.11E-16  1.16E-16  5.15E-17
    18       4.01E-13  2.83E-13  1.79E-13  1.27E-13  8.98E-14  5.69E-14  4.04E-14  2.87E-14  1.81E-14  1.26E-14
             8.40E-15  4.49E-15  2.55E-15  1.33E-15  4.89E-16  2.11E-16  8.54E-17  2.42E-17  8.97E-18
    19       1.95E-12  1.38E-12  8.74E-13  6.18E-13  4.38E-13  2.78E-13  1.97E-13  1.40E-13  8.89E-14  6.19E-14
             4.15E-14  2.23E-14  1.27E-14  6.60E-15  2.44E-15  1.05E-15  4.25E-16  1.20E-16  4.47E-17
    20       6.41E-13  4.53E-13  2.87E-13  2.03E-13  1.44E-13  9.12E-14  6.48E-14  4.61E-14  2.93E-14  2.04E-14
             1.37E-14  7.38E-15  4.20E-15  2.19E-15  8.10E-16  3.49E-16  1.42E-16  4.01E-17  1.49E-17
    21       3.84E-13  2.71E-13  1.72E-13  1.22E-13  8.60E-14  5.46E-14  3.88E-14  2.76E-14  1.76E-14  1.22E-14
             8.22E-15  4.42E-15  2.52E-15  1.31E-15  4.86E-16  2.09E-16  8.49E-17  2.40E-17  8.92E-18
    22       1.15E-12  8.14E-13  5.15E-13  3.65E-13  2.58E-13  1.64E-13  1.16E-13  8.29E-14  5.27E-14  3.67E-14
             2.47E-14  1.33E-14  7.56E-15  3.94E-15  1.46E-15  6.28E-16  2.55E-16  7.21E-17  2.68E-17
    23       1.12E-13  7.90E-14  5.00E-14  3.54E-14  2.51E-14  1.60E-14  1.14E-14  8.19E-15  5.29E-15  3.75E-15
             2.56E-15  1.40E-15  8.09E-16  4.25E-16  1.58E-16  6.84E-17  2.78E-17  7.88E-18  2.93E-18
    24       1.25E-12  8.83E-13  5.57E-13  3.93E-13  2.76E-13  1.71E-13  1.17E-13  7.84E-14  4.30E-14  2.54E-14
             1.38E-14  5.40E-15  2.42E-15  1.01E-15  2.92E-16  1.09E-16  4.00E-17  1.03E-17  3.69E-18
    25       2.88E-12  2.03E-12  1.28E-12  9.05E-13  6.36E-13  3.94E-13  2.71E-13  1.81E-13  9.95E-14  5.87E-14
             3.19E-14  1.25E-14  5.60E-15  2.34E-15  6.78E-16  2.54E-16  9.29E-17  2.40E-17  8.56E-18
    26       9.43E-13  6.67E-13  4.21E-13  2.97E-13  2.08E-13  1.29E-13  8.88E-14  5.94E-14  3.27E-14  1.93E-14
             1.05E-14  4.14E-15  1.85E-15  7.75E-16  2.25E-16  8.42E-17  3.08E-17  7.96E-18  2.84E-18
    27       2.01E-12  1.42E-12  8.96E-13  6.32E-13  4.44E-13  2.76E-13  1.89E-13  1.27E-13  6.98E-14  4.13E-14
             2.25E-14  8.84E-15  3.96E-15  1.66E-15  4.80E-16  1.80E-16  6.58E-17  1.70E-17  6.07E-18
    28       6.70E-13  4.73E-13  2.99E-13  2.11E-13  1.48E-13  9.19E-14  6.31E-14  4.22E-14  2.33E-14  1.38E-14
             7.50E-15  2.95E-15  1.32E-15  5.52E-16  1.60E-16  6.00E-17  2.19E-17  5.68E-18  2.02E-18
    29       3.74E-13  2.65E-13  1.67E-13  1.18E-13  8.28E-14  5.15E-14  3.55E-14  2.38E-14  1.32E-14  7.87E-15
             4.32E-15  1.71E-15  7.69E-16  3.22E-16  9.36E-17  3.51E-17  1.29E-17  3.33E-18  1.19E-18
    30       8.78E-13  6.20E-13  3.90E-13  2.73E-13  1.90E-13  1.15E-13  7.55E-14  4.71E-14  2.25E-14  1.16E-14
             5.40E-15  1.73E-15  6.82E-16  2.57E-16  6.79E-17  2.44E-17  8.70E-18  2.21E-18  7.84E-19
    31       1.57E-12  1.11E-12  6.99E-13  4.90E-13  3.41E-13  2.06E-13  1.35E-13  8.45E-14  4.04E-14  2.08E-14
             9.69E-15  3.11E-15  1.22E-15  4.61E-16  1.22E-16  4.38E-17  1.56E-17  3.97E-18  1.41E-18
    32       2.91E-13  2.06E-13  1.29E-13  9.07E-14  6.30E-14  3.80E-14  2.50E-14  1.56E-14  7.48E-15  3.84E-15
             1.79E-15  5.76E-16  2.27E-16  8.54E-17  2.26E-17  8.11E-18  2.89E-18  7.35E-19  2.60E-19
    33       5.24E-13  3.70E-13  2.33E-13  1.63E-13  1.13E-13  6.84E-14  4.50E-14  2.81E-14  1.35E-14  6.91E-15
             3.23E-15  1.04E-15  4.08E-16  1.54E-16  4.06E-17  1.46E-17  5.20E-18  1.32E-18  4.69E-19
    34       1.21E-12  8.53E-13  5.37E-13  3.76E-13  2.62E-13  1.58E-13  1.04E-13  6.50E-14  3.11E-14  1.60E-14
             7.47E-15  2.40E-15  9.45E-16  3.56E-16  9.42E-17  3.38E-17  1.21E-17  3.07E-18  1.09E-18
    35       4.03E-13  2.84E-13  1.79E-13  1.25E-13  8.73E-14  5.27E-14  3.47E-14  2.17E-14  1.04E-14  5.33E-15
             2.49E-15  8.00E-16  3.15E-16  1.19E-16  3.14E-17  1.13E-17  4.02E-18  1.02E-18  3.62E-19
    36       4.45E-13  3.14E-13  1.99E-13  1.41E-13  9.97E-14  6.34E-14  4.51E-14  3.23E-14  2.09E-14  1.50E-14
             1.07E-14  6.78E-15  4.64E-15  3.04E-15  1.57E-15  8.75E-16  4.52E-16  1.69E-16  7.46E-17
    37       1.46E-13  1.03E-13  6.54E-14  4.63E-14  3.28E-14  2.09E-14  1.49E-14  1.06E-14  6.89E-15  4.97E-15
             3.56E-15  2.25E-15  1.54E-15  1.01E-15  5.23E-16  2.92E-16  1.50E-16  5.63E-17  2.49E-17
    38       1.96E-13  1.39E-13  8.77E-14  6.21E-14  4.40E-14  2.79E-14  1.99E-14  1.41E-14  8.99E-15  6.25E-15
             4.18E-15  2.24E-15  1.27E-15  6.60E-16  2.43E-16  1.05E-16  4.25E-17  1.20E-17  4.46E-18
    39       9.62E-13  6.80E-13  4.30E-13  3.04E-13  2.16E-13  1.37E-13  9.76E-14  6.96E-14  4.44E-14  3.09E-14
             2.07E-14  1.11E-14  6.32E-15  3.29E-15  1.21E-15  5.23E-16  2.12E-16  5.99E-17  2.23E-17
    40       3.17E-13  2.24E-13  1.42E-13  1.00E-13  7.11E-14  4.52E-14  3.22E-14  2.30E-14  1.47E-14  1.02E-14
             6.88E-15  3.70E-15  2.10E-15  1.09E-15  4.04E-16  1.74E-16  7.05E-17  2.00E-17  7.41E-18
    41       1.90E-13  1.34E-13  8.49E-14  6.01E-14  4.26E-14  2.71E-14  1.93E-14  1.38E-14  8.79E-15  6.14E-15
             4.13E-15  2.22E-15  1.26E-15  6.56E-16  2.42E-16  1.04E-16  4.23E-17  1.20E-17  4.45E-18
    42       5.70E-13  4.03E-13  2.55E-13  1.80E-13  1.28E-13  8.13E-14  5.79E-14  4.13E-14  2.64E-14  1.84E-14
             1.24E-14  6.65E-15  3.78E-15  1.97E-15  7.27E-16  3.13E-16  1.27E-16  3.59E-17  1.33E-17
    43       5.74E-14  4.06E-14  2.57E-14  1.82E-14  1.29E-14  8.24E-15  5.90E-15  4.25E-15  2.75E-15  1.94E-15
             1.32E-15  7.19E-16  4.12E-16  2.15E-16  7.98E-17  3.44E-17  1.40E-17  3.96E-18  1.47E-18
    44       7.26E-13  5.13E-13  3.23E-13  2.28E-13  1.60E-13  9.94E-14  6.82E-14  4.56E-14  2.51E-14  1.48E-14
             8.03E-15  3.14E-15  1.41E-15  5.86E-16  1.70E-16  6.35E-17  2.32E-17  6.01E-18  2.14E-18
