SEQ='AL'     NUCCHG=20                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 144375973.8   NPRNTI= 4   NPRNTF=26
   ---------------------
   INDP         CODE                 S L   WI        WNP
   356     9    3P2 4D1             (2)1( 1.5)  1049949.5 
   357     4    3S1 3P1 5F1         (4)4( 4.5)  1050093.0 
   358     9    3P2 4D1             (4)2( 3.5)  1050303.2 
   359     4    3S1 3P1 5F1         (4)4( 5.5)  1050584.6 
   360    12    3S1 3D1 4P1         (2)1( 0.5)  1050954.3 
   361    13    3S1 3D1 4P1         (2)1( 1.5)  1051448.9 
   362     9    3P2 4D1             (2)0( 0.5)  1051499.5 
   363     9    3P2 4D1             (2)3( 3.5)  1051567.2 
   364     2    3S1 3P1 5G1         (1)*( 3.5)  1051788.6 
   365     2    3S1 3P1 5G1         (1)*( 4.5)  1051788.6 
   366     4    3S1 3P1 5F1         (4)2( 3.5)  1051909.2 
   367     4    3S1 3P1 5F1         (4)2( 2.5)  1052697.1 
   368     3    3S1 3P1 5G1         (1)*( 2.5)  1053221.9 
   369     3    3S1 3P1 5G1         (1)*( 3.5)  1053221.9 
   370     3    3S1 3P1 5G1         (1)*( 4.5)  1053221.9 
   371     3    3S1 3P1 5G1         (1)*( 3.5)  1053221.9 
   372     3    3S1 3P1 5G1         (1)*( 4.5)  1053221.9 
   373     3    3S1 3P1 5G1         (1)*( 5.5)  1053221.9 
   374     4    3S1 3P1 5F1         (4)2( 1.5)  1053302.8 
   375     4    3S1 3P1 5F1         (4)2( 0.5)  1053653.5 
   376     4    3S1 3P1 5F1         (2)4( 3.5)  1055006.8 
   377     4    3S1 3P1 5G1         (1)*( 1.5)  1056270.4 
   378     4    3S1 3P1 5G1         (1)*( 2.5)  1056270.4 
   379     4    3S1 3P1 5G1         (1)*( 3.5)  1056270.4 
   380     4    3S1 3P1 5G1         (1)*( 4.5)  1056270.4 
   381     4    3S1 3P1 5G1         (1)*( 5.5)  1056270.4 
