   5000    /W + 44 EMISSIVITY COEFFTS./
 2.00E+02 5.00E+02 1.00E+03 2.00E+03 5.00E+03 1.00E+04 2.00E+04
 3.34E-16 1.04E-13 7.54E-13 1.83E-12 2.63E-12 2.60E-12 2.30E-12
 6.72E-16 1.05E-13 7.55E-13 1.83E-12 2.63E-12 2.60E-12 2.30E-12
 3.62E-14 2.36E-13 9.12E-13 1.97E-12 2.72E-12 2.65E-12 2.33E-12
  14.670 A   3   7 /FILMEM = 44_adf04/TYPE = EXCIT    /INDM = T/ISEL =   48
 1.00E+12 1.00E+13 1.00E+15
 2.00E+02 5.00E+02 1.00E+03 2.00E+03 5.00E+03 1.00E+04 2.00E+04
 2.82E-18 2.61E-14 4.51E-13 1.58E-12 2.67E-12 2.67E-12 2.29E-12
 2.82E-18 2.61E-14 4.51E-13 1.58E-12 2.67E-12 2.67E-12 2.29E-12
 2.82E-18 2.60E-14 4.49E-13 1.58E-12 2.66E-12 2.66E-12 2.28E-12
  12.982 A   3   7 /FILMEM = 44_adf04/TYPE = EXCIT    /INDM = T/ISEL =   49
 1.00E+12 1.00E+13 1.00E+15
 2.00E+02 5.00E+02 1.00E+03 2.00E+03 5.00E+03 1.00E+04 2.00E+04
 3.20E-17 6.36E-14 6.60E-13 1.80E-12 2.63E-12 2.51E-12 2.11E-12
 3.20E-17 6.36E-14 6.60E-13 1.80E-12 2.63E-12 2.51E-12 2.11E-12
 3.19E-17 6.33E-14 6.57E-13 1.79E-12 2.62E-12 2.50E-12 2.10E-12
  28.344 A   3   7 /FILMEM = 44_adf04/TYPE = EXCIT    /INDM = T/ISEL =   50
 1.00E+12 1.00E+13 1.00E+15
 2.00E+02 5.00E+02 1.00E+03 2.00E+03 5.00E+03 1.00E+04 2.00E+04
 6.53E-17 8.14E-14 7.27E-13 1.85E-12 2.62E-12 2.51E-12 2.12E-12
 6.53E-17 8.14E-14 7.27E-13 1.85E-12 2.62E-12 2.51E-12 2.12E-12
 6.52E-17 8.11E-14 7.24E-13 1.84E-12 2.61E-12 2.50E-12 2.11E-12
  19.086 A   3   7 /FILMEM = 44_adf04/TYPE = EXCIT    /INDM = T/ISEL =   51
 1.00E+12 1.00E+13 1.00E+15
 2.00E+02 5.00E+02 1.00E+03 2.00E+03 5.00E+03 1.00E+04 2.00E+04
