SEQ='NE'     NUCCHG=42                                                  /IC/

   PARENT LEVEL INDEXING                BWNP= 676174037.2   NPRNTI= 2   NPRNTF= 2
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P5             (2)1( 1.5)        0.0 
     2          2S2 2P5             (2)1( 0.5)   827428.5 

   IC RESOLVED LEVEL INDEXING           BWNR= 710508777.7   NLVL= 337
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR
   ----  ----   ----                 - -   --  ----------
    47       4.33E-16  3.05E-16  1.92E-16  1.34E-16  9.32E-17  5.58E-17  3.64E-17  2.24E-17  1.04E-17  5.26E-18
             2.41E-18  7.58E-19  2.95E-19  1.10E-19  2.90E-20  1.04E-20  3.70E-21  9.39E-22  3.33E-22
    49       4.51E-17  3.18E-17  2.00E-17  1.40E-17  9.71E-18  5.81E-18  3.79E-18  2.33E-18  1.09E-18  5.48E-19
             2.51E-19  7.90E-20  3.07E-20  1.15E-20  3.02E-21  1.08E-21  3.85E-22  9.79E-23  3.47E-23
    50       6.80E-16  4.80E-16  3.02E-16  2.11E-16  1.47E-16  8.78E-17  5.72E-17  3.52E-17  1.64E-17  8.28E-18
             3.79E-18  1.19E-18  4.64E-19  1.74E-19  4.56E-20  1.63E-20  5.82E-21  1.48E-21  5.23E-22
    51       3.34E-16  2.36E-16  1.48E-16  1.04E-16  7.19E-17  4.31E-17  2.81E-17  1.73E-17  8.07E-18  4.06E-18
             1.86E-18  5.86E-19  2.28E-19  8.52E-20  2.24E-20  8.02E-21  2.86E-21  7.26E-22  2.57E-22
    52       1.04E-12  7.36E-13  4.65E-13  3.29E-13  2.33E-13  1.47E-13  1.04E-13  7.33E-14  4.60E-14  3.20E-14
             2.19E-14  1.28E-14  8.07E-15  4.82E-15  2.20E-15  1.12E-15  5.35E-16  1.84E-16  7.71E-17
    53       3.12E-12  2.20E-12  1.39E-12  9.85E-13  6.96E-13  4.40E-13  3.11E-13  2.20E-13  1.38E-13  9.59E-14
             6.57E-14  3.83E-14  2.42E-14  1.45E-14  6.61E-15  3.37E-15  1.61E-15  5.51E-16  2.31E-16
    54       3.69E-12  2.61E-12  1.65E-12  1.17E-12  8.23E-13  5.18E-13  3.63E-13  2.52E-13  1.52E-13  9.95E-14
             6.18E-14  2.95E-14  1.54E-14  7.34E-15  2.46E-15  1.00E-15  3.90E-16  1.06E-16  3.87E-17
    55       1.20E-12  8.49E-13  5.37E-13  3.79E-13  2.68E-13  1.69E-13  1.18E-13  8.23E-14  4.96E-14  3.26E-14
             2.03E-14  9.72E-15  5.06E-15  2.42E-15  8.14E-16  3.32E-16  1.29E-16  3.51E-17  1.28E-17
    56       3.57E-12  2.53E-12  1.60E-12  1.13E-12  7.97E-13  5.02E-13  3.52E-13  2.45E-13  1.48E-13  9.74E-14
             6.07E-14  2.91E-14  1.52E-14  7.28E-15  2.45E-15  9.97E-16  3.87E-16  1.06E-16  3.85E-17
    57       5.95E-12  4.21E-12  2.66E-12  1.88E-12  1.33E-12  8.35E-13  5.87E-13  4.09E-13  2.47E-13  1.62E-13
             1.01E-13  4.86E-14  2.53E-14  1.21E-14  4.08E-15  1.66E-15  6.46E-16  1.76E-16  6.42E-17
    58       5.49E-12  3.88E-12  2.45E-12  1.73E-12  1.21E-12  7.50E-13  5.13E-13  3.41E-13  1.85E-13  1.07E-13
             5.72E-14  2.17E-14  9.42E-15  3.83E-15  1.08E-15  3.99E-16  1.45E-16  3.72E-17  1.32E-17
    59       5.44E-12  3.84E-12  2.42E-12  1.71E-12  1.20E-12  7.43E-13  5.08E-13  3.38E-13  1.84E-13  1.07E-13
             5.69E-14  2.15E-14  9.38E-15  3.81E-15  1.08E-15  3.97E-16  1.44E-16  3.70E-17  1.32E-17
    60       7.60E-12  5.37E-12  3.39E-12  2.39E-12  1.68E-12  1.04E-12  7.10E-13  4.73E-13  2.57E-13  1.49E-13
             7.96E-14  3.01E-14  1.31E-14  5.34E-15  1.50E-15  5.56E-16  2.02E-16  5.18E-17  1.84E-17
    61       3.24E-12  2.29E-12  1.44E-12  1.02E-12  7.14E-13  4.42E-13  3.03E-13  2.02E-13  1.09E-13  6.36E-14
             3.39E-14  1.29E-14  5.60E-15  2.28E-15  6.42E-16  2.37E-16  8.60E-17  2.21E-17  7.86E-18
    62       3.66E-12  2.58E-12  1.62E-12  1.14E-12  7.92E-13  4.77E-13  3.14E-13  1.96E-13  9.36E-14  4.80E-14
             2.23E-14  7.14E-15  2.80E-15  1.05E-15  2.77E-16  9.96E-17  3.55E-17  9.02E-18  3.19E-18
    63       2.61E-12  1.84E-12  1.16E-12  8.12E-13  5.65E-13  3.41E-13  2.24E-13  1.40E-13  6.68E-14  3.42E-14
             1.59E-14  5.10E-15  2.00E-15  7.51E-16  1.98E-16  7.11E-17  2.53E-17  6.44E-18  2.28E-18
    64       3.64E-12  2.57E-12  1.62E-12  1.13E-12  7.88E-13  4.75E-13  3.13E-13  1.95E-13  9.32E-14  4.78E-14
             2.23E-14  7.12E-15  2.79E-15  1.05E-15  2.77E-16  9.93E-17  3.54E-17  8.99E-18  3.18E-18
    65       4.68E-12  3.30E-12  2.08E-12  1.46E-12  1.01E-12  6.11E-13  4.02E-13  2.51E-13  1.20E-13  6.15E-14
             2.86E-14  9.16E-15  3.59E-15  1.35E-15  3.56E-16  1.28E-16  4.55E-17  1.16E-17  4.09E-18
    67       5.04E-17  3.56E-17  2.25E-17  1.58E-17  1.11E-17  6.93E-18  4.79E-18  3.26E-18  1.91E-18  1.25E-18
             8.03E-19  4.33E-19  2.62E-19  1.52E-19  6.76E-20  3.40E-20  1.61E-20  5.48E-21  2.29E-21
    68       2.33E-16  1.65E-16  1.04E-16  7.32E-17  5.14E-17  3.18E-17  2.18E-17  1.47E-17  8.30E-18  5.15E-18
             3.03E-18  1.36E-18  6.86E-19  3.20E-19  1.05E-19  4.24E-20  1.64E-20  4.44E-21  1.62E-21
    69       8.68E-17  6.13E-17  3.87E-17  2.73E-17  1.91E-17  1.19E-17  8.14E-18  5.47E-18  3.09E-18  1.92E-18
             1.13E-18  5.08E-19  2.56E-19  1.19E-19  3.92E-20  1.58E-20  6.11E-21  1.66E-21  6.03E-22
    71       1.99E-16  1.41E-16  8.88E-17  6.26E-17  4.39E-17  2.72E-17  1.87E-17  1.26E-17  7.14E-18  4.44E-18
             2.62E-18  1.18E-18  5.95E-19  2.78E-19  9.15E-20  3.69E-20  1.43E-20  3.87E-21  1.41E-21
    73       8.36E-16  5.90E-16  3.72E-16  2.62E-16  1.84E-16  1.14E-16  7.86E-17  5.30E-17  3.01E-17  1.88E-17
             1.11E-17  5.02E-18  2.53E-18  1.18E-18  3.90E-19  1.57E-19  6.08E-20  1.65E-20  6.00E-21
    75       1.72E-16  1.21E-16  7.64E-17  5.36E-17  3.74E-17  2.28E-17  1.53E-17  9.86E-18  5.06E-18  2.81E-18
             1.44E-18  5.21E-19  2.22E-19  8.87E-20  2.47E-20  9.08E-21  3.28E-21  8.42E-22  2.99E-22
    76       2.17E-16  1.53E-16  9.64E-17  6.77E-17  4.73E-17  2.88E-17  1.93E-17  1.25E-17  6.40E-18  3.55E-18
             1.82E-18  6.59E-19  2.80E-19  1.12E-19  3.12E-20  1.15E-20  4.15E-21  1.06E-21  3.78E-22
    77       3.00E-16  2.12E-16  1.33E-16  9.37E-17  6.54E-17  3.99E-17  2.67E-17  1.72E-17  8.85E-18  4.92E-18
             2.52E-18  9.12E-19  3.88E-19  1.55E-19  4.32E-20  1.59E-20  5.75E-21  1.47E-21  5.24E-22
    79       4.07E-16  2.87E-16  1.81E-16  1.27E-16  8.87E-17  5.41E-17  3.62E-17  2.34E-17  1.20E-17  6.68E-18
             3.42E-18  1.24E-18  5.28E-19  2.11E-19  5.88E-20  2.16E-20  7.81E-21  2.01E-21  7.13E-22
    80       2.76E-17  1.95E-17  1.23E-17  8.61E-18  6.01E-18  3.67E-18  2.46E-18  1.58E-18  8.15E-19  4.53E-19
             2.32E-19  8.42E-20  3.58E-20  1.43E-20  3.99E-21  1.47E-21  5.31E-22  1.36E-22  4.84E-23
    81       1.61E-15  1.13E-15  7.14E-16  5.01E-16  3.50E-16  2.14E-16  1.43E-16  9.24E-17  4.76E-17  2.65E-17
             1.36E-17  4.93E-18  2.10E-18  8.40E-19  2.34E-19  8.61E-20  3.11E-20  7.99E-21  2.84E-21
    83       1.44E-17  1.02E-17  6.38E-18  4.46E-18  3.08E-18  1.83E-18  1.18E-18  7.18E-19  3.28E-19  1.63E-19
             7.38E-20  2.30E-20  8.90E-21  3.32E-21  8.70E-22  3.12E-22  1.11E-22  2.82E-23  9.97E-24
    84       8.21E-17  5.79E-17  3.64E-17  2.54E-17  1.76E-17  1.04E-17  6.74E-18  4.09E-18  1.87E-18  9.28E-19
             4.20E-19  1.31E-19  5.07E-20  1.89E-20  4.96E-21  1.78E-21  6.32E-22  1.61E-22  5.68E-23
    85       1.07E-16  7.53E-17  4.73E-17  3.31E-17  2.29E-17  1.36E-17  8.77E-18  5.33E-18  2.44E-18  1.21E-18
             5.47E-19  1.71E-19  6.60E-20  2.46E-20  6.46E-21  2.31E-21  8.23E-22  2.09E-22  7.40E-23
    88       1.71E-16  1.21E-16  7.57E-17  5.29E-17  3.66E-17  2.18E-17  1.40E-17  8.53E-18  3.90E-18  1.94E-18
             8.77E-19  2.73E-19  1.06E-19  3.95E-20  1.03E-20  3.70E-21  1.32E-21  3.35E-22  1.19E-22
    89       7.55E-17  5.32E-17  3.34E-17  2.34E-17  1.61E-17  9.60E-18  6.19E-18  3.76E-18  1.72E-18  8.54E-19
             3.87E-19  1.21E-19  4.67E-20  1.74E-20  4.57E-21  1.64E-21  5.82E-22  1.48E-22  5.23E-23
    98       5.55E-13  3.93E-13  2.48E-13  1.75E-13  1.24E-13  7.83E-14  5.53E-14  3.89E-14  2.42E-14  1.67E-14
             1.14E-14  6.54E-15  4.11E-15  2.44E-15  1.11E-15  5.65E-16  2.69E-16  9.22E-17  3.87E-17
    99       1.66E-12  1.18E-12  7.43E-13  5.26E-13  3.71E-13  2.35E-13  1.66E-13  1.16E-13  7.26E-14  5.02E-14
             3.41E-14  1.96E-14  1.23E-14  7.33E-15  3.33E-15  1.70E-15  8.07E-16  2.77E-16  1.16E-16
   100       1.96E-12  1.38E-12  8.74E-13  6.18E-13  4.36E-13  2.74E-13  1.92E-13  1.34E-13  8.01E-14  5.23E-14
             3.24E-14  1.54E-14  7.98E-15  3.81E-15  1.28E-15  5.19E-16  2.01E-16  5.49E-17  2.00E-17
   101       6.43E-13  4.54E-13  2.87E-13  2.03E-13  1.43E-13  9.02E-14  6.33E-14  4.40E-14  2.64E-14  1.73E-14
             1.07E-14  5.10E-15  2.65E-15  1.26E-15  4.24E-16  1.72E-16  6.70E-17  1.82E-17  6.65E-18
   102       1.91E-12  1.35E-12  8.52E-13  6.02E-13  4.25E-13  2.68E-13  1.88E-13  1.31E-13  7.87E-14  5.16E-14
             3.20E-14  1.53E-14  7.93E-15  3.79E-15  1.27E-15  5.17E-16  2.01E-16  5.47E-17  1.99E-17
   103       3.18E-12  2.24E-12  1.42E-12  1.00E-12  7.08E-13  4.46E-13  3.13E-13  2.18E-13  1.31E-13  8.59E-14
             5.33E-14  2.54E-14  1.32E-14  6.31E-15  2.12E-15  8.61E-16  3.34E-16  9.11E-17  3.32E-17
   104       3.27E-12  2.31E-12  1.46E-12  1.03E-12  7.20E-13  4.46E-13  3.05E-13  2.03E-13  1.10E-13  6.37E-14
             3.39E-14  1.28E-14  5.56E-15  2.26E-15  6.36E-16  2.35E-16  8.51E-17  2.19E-17  7.78E-18
   105       3.24E-12  2.29E-12  1.44E-12  1.02E-12  7.15E-13  4.43E-13  3.03E-13  2.02E-13  1.09E-13  6.34E-14
             3.37E-14  1.27E-14  5.54E-15  2.25E-15  6.34E-16  2.34E-16  8.49E-17  2.18E-17  7.76E-18
   106       4.53E-12  3.20E-12  2.02E-12  1.42E-12  9.99E-13  6.19E-13  4.24E-13  2.82E-13  1.53E-13  8.87E-14
             4.72E-14  1.78E-14  7.75E-15  3.15E-15  8.87E-16  3.28E-16  1.19E-16  3.05E-17  1.09E-17
   107       1.94E-12  1.37E-12  8.64E-13  6.09E-13  4.27E-13  2.65E-13  1.81E-13  1.21E-13  6.54E-14  3.80E-14
             2.02E-14  7.64E-15  3.32E-15  1.35E-15  3.80E-16  1.40E-16  5.08E-17  1.31E-17  4.65E-18
   108       3.22E-12  2.27E-12  1.43E-12  1.00E-12  6.97E-13  4.20E-13  2.77E-13  1.73E-13  8.23E-14  4.22E-14
             1.96E-14  6.27E-15  2.46E-15  9.22E-16  2.43E-16  8.72E-17  3.11E-17  7.90E-18  2.80E-18
   109       2.30E-12  1.62E-12  1.02E-12  7.15E-13  4.97E-13  3.00E-13  1.97E-13  1.23E-13  5.87E-14  3.01E-14
             1.40E-14  4.47E-15  1.75E-15  6.58E-16  1.73E-16  6.23E-17  2.22E-17  5.64E-18  2.00E-18
   110       3.21E-12  2.26E-12  1.42E-12  9.98E-13  6.94E-13  4.19E-13  2.76E-13  1.72E-13  8.21E-14  4.21E-14
             1.96E-14  6.25E-15  2.45E-15  9.20E-16  2.43E-16  8.71E-17  3.10E-17  7.88E-18  2.79E-18
   111       4.12E-12  2.91E-12  1.83E-12  1.28E-12  8.92E-13  5.38E-13  3.54E-13  2.21E-13  1.06E-13  5.41E-14
             2.52E-14  8.04E-15  3.15E-15  1.18E-15  3.12E-16  1.12E-16  3.99E-17  1.01E-17  3.59E-18
   112       1.33E-12  9.39E-13  5.88E-13  4.10E-13  2.81E-13  1.63E-13  1.02E-13  5.94E-14  2.50E-14  1.16E-14
             4.90E-15  1.42E-15  5.30E-16  1.93E-16  4.97E-17  1.77E-17  6.27E-18  1.59E-18  5.63E-19
   113       1.71E-12  1.21E-12  7.56E-13  5.27E-13  3.61E-13  2.10E-13  1.32E-13  7.64E-14  3.22E-14  1.49E-14
             6.30E-15  1.83E-15  6.82E-16  2.48E-16  6.39E-17  2.27E-17  8.07E-18  2.04E-18  7.23E-19
   114       1.71E-12  1.21E-12  7.56E-13  5.27E-13  3.61E-13  2.10E-13  1.32E-13  7.64E-14  3.22E-14  1.49E-14
             6.30E-15  1.83E-15  6.82E-16  2.48E-16  6.39E-17  2.27E-17  8.07E-18  2.04E-18  7.23E-19
   115       2.10E-12  1.48E-12  9.25E-13  6.44E-13  4.41E-13  2.57E-13  1.61E-13  9.34E-14  3.93E-14  1.82E-14
             7.70E-15  2.23E-15  8.33E-16  3.03E-16  7.81E-17  2.78E-17  9.86E-18  2.50E-18  8.84E-19
   117       1.10E-17  7.79E-18  4.91E-18  3.45E-18  2.41E-18  1.48E-18  1.00E-18  6.67E-19  3.75E-19  2.37E-19
             1.48E-19  7.75E-20  4.63E-20  2.65E-20  1.17E-20  5.88E-21  2.77E-21  9.44E-22  3.95E-22
   118       5.40E-17  3.81E-17  2.40E-17  1.68E-17  1.18E-17  7.19E-18  4.85E-18  3.18E-18  1.73E-18  1.05E-18
             6.01E-19  2.65E-19  1.32E-19  6.10E-20  1.99E-20  8.02E-21  3.09E-21  8.38E-22  3.05E-22
   119       2.02E-17  1.43E-17  8.98E-18  6.31E-18  4.40E-18  2.69E-18  1.81E-18  1.19E-18  6.49E-19  3.91E-19
             2.25E-19  9.91E-20  4.93E-20  2.28E-20  7.47E-21  3.01E-21  1.16E-21  3.14E-22  1.14E-22
   121       4.42E-17  3.12E-17  1.96E-17  1.38E-17  9.63E-18  5.89E-18  3.98E-18  2.61E-18  1.43E-18  8.62E-19
             4.97E-19  2.19E-19  1.09E-19  5.06E-20  1.66E-20  6.66E-21  2.57E-21  6.96E-22  2.53E-22
   123       1.67E-16  1.18E-16  7.41E-17  5.21E-17  3.64E-17  2.23E-17  1.50E-17  9.89E-18  5.41E-18  3.27E-18
             1.89E-18  8.35E-19  4.16E-19  1.93E-19  6.32E-20  2.55E-20  9.82E-21  2.66E-21  9.68E-22
   125       4.01E-17  2.83E-17  1.78E-17  1.25E-17  8.65E-18  5.21E-18  3.43E-18  2.16E-18  1.08E-18  5.86E-19
             2.94E-19  1.05E-19  4.42E-20  1.76E-20  4.88E-21  1.79E-21  6.47E-22  1.66E-22  5.90E-23
   126       5.22E-17  3.68E-17  2.32E-17  1.62E-17  1.13E-17  6.77E-18  4.46E-18  2.82E-18  1.40E-18  7.62E-19
             3.83E-19  1.36E-19  5.76E-20  2.29E-20  6.36E-21  2.33E-21  8.43E-22  2.16E-22  7.68E-23
   127       6.99E-17  4.93E-17  3.10E-17  2.17E-17  1.51E-17  9.07E-18  5.98E-18  3.77E-18  1.88E-18  1.02E-18
             5.13E-19  1.83E-19  7.72E-20  3.07E-20  8.52E-21  3.13E-21  1.13E-21  2.90E-22  1.03E-22
   129       9.66E-17  6.82E-17  4.28E-17  3.00E-17  2.08E-17  1.25E-17  8.26E-18  5.22E-18  2.60E-18  1.41E-18
             7.10E-19  2.53E-19  1.07E-19  4.26E-20  1.18E-20  4.33E-21  1.56E-21  4.01E-22  1.43E-22
   130       6.35E-18  4.48E-18  2.82E-18  1.97E-18  1.37E-18  8.24E-19  5.43E-19  3.43E-19  1.71E-19  9.30E-20
             4.67E-20  1.67E-20  7.03E-21  2.80E-21  7.77E-22  2.85E-22  1.03E-22  2.64E-23  9.39E-24
   131       3.69E-16  2.60E-16  1.63E-16  1.14E-16  7.95E-17  4.79E-17  3.16E-17  1.99E-17  9.95E-18  5.41E-18
             2.72E-18  9.72E-19  4.10E-19  1.63E-19  4.54E-20  1.67E-20  6.01E-21  1.54E-21  5.48E-22
   133       4.95E-18  3.49E-18  2.18E-18  1.52E-18  1.05E-18  6.14E-19  3.91E-19  2.33E-19  1.04E-19  5.07E-20
             2.27E-20  6.99E-21  2.69E-21  1.00E-21  2.62E-22  9.37E-23  3.33E-23  8.47E-24  3.00E-24
   134       2.42E-17  1.70E-17  1.07E-17  7.44E-18  5.12E-18  3.00E-18  1.91E-18  1.14E-18  5.08E-19  2.48E-19
             1.11E-19  3.41E-20  1.31E-20  4.89E-21  1.28E-21  4.58E-22  1.63E-22  4.14E-23  1.46E-23
   135       3.05E-17  2.15E-17  1.35E-17  9.39E-18  6.45E-18  3.79E-18  2.41E-18  1.44E-18  6.41E-19  3.13E-19
             1.40E-19  4.31E-20  1.66E-20  6.17E-21  1.61E-21  5.78E-22  2.06E-22  5.22E-23  1.85E-23
   137       4.93E-17  3.47E-17  2.18E-17  1.52E-17  1.04E-17  6.12E-18  3.89E-18  2.32E-18  1.04E-18  5.06E-19
             2.26E-19  6.97E-20  2.68E-20  9.98E-21  2.61E-21  9.35E-22  3.33E-22  8.45E-23  2.99E-23
   139       2.06E-17  1.45E-17  9.09E-18  6.33E-18  4.36E-18  2.56E-18  1.63E-18  9.70E-19  4.33E-19  2.11E-19
             9.45E-20  2.91E-20  1.12E-20  4.17E-21  1.09E-21  3.91E-22  1.39E-22  3.53E-23  1.25E-23
   156       3.36E-13  2.38E-13  1.50E-13  1.06E-13  7.50E-14  4.73E-14  3.33E-14  2.33E-14  1.44E-14  9.88E-15
             6.66E-15  3.80E-15  2.37E-15  1.41E-15  6.37E-16  3.24E-16  1.54E-16  5.27E-17  2.21E-17
   157       1.01E-12  7.12E-13  4.50E-13  3.18E-13  2.25E-13  1.42E-13  9.98E-14  6.99E-14  4.32E-14  2.96E-14
             2.00E-14  1.14E-14  7.12E-15  4.22E-15  1.91E-15  9.71E-16  4.62E-16  1.58E-16  6.64E-17
   158       1.18E-12  8.32E-13  5.26E-13  3.71E-13  2.62E-13  1.65E-13  1.15E-13  7.98E-14  4.77E-14  3.10E-14
             1.91E-14  9.03E-15  4.67E-15  2.22E-15  7.44E-16  3.02E-16  1.17E-16  3.19E-17  1.16E-17
   159       3.88E-13  2.74E-13  1.73E-13  1.22E-13  8.64E-14  5.43E-14  3.81E-14  2.64E-14  1.58E-14  1.03E-14
             6.33E-15  3.00E-15  1.55E-15  7.40E-16  2.47E-16  1.01E-16  3.91E-17  1.06E-17  3.88E-18
   160       1.15E-12  8.14E-13  5.15E-13  3.64E-13  2.57E-13  1.61E-13  1.13E-13  7.85E-14  4.70E-14  3.06E-14
             1.89E-14  8.97E-15  4.65E-15  2.22E-15  7.41E-16  3.02E-16  1.17E-16  3.19E-17  1.16E-17
   161       1.92E-12  1.36E-12  8.57E-13  6.05E-13  4.27E-13  2.69E-13  1.88E-13  1.31E-13  7.84E-14  5.11E-14
             3.15E-14  1.50E-14  7.74E-15  3.69E-15  1.24E-15  5.03E-16  1.95E-16  5.31E-17  1.94E-17
   163       3.31E-18  2.34E-18  1.47E-18  1.03E-18  7.12E-19  4.29E-19  2.84E-19  1.83E-19  9.85E-20  6.03E-20
             3.65E-20  1.86E-20  1.10E-20  6.24E-21  2.74E-21  1.37E-21  6.45E-22  2.19E-22  9.17E-23
   164       2.07E-12  1.46E-12  9.24E-13  6.51E-13  4.57E-13  2.83E-13  1.93E-13  1.28E-13  6.93E-14  4.00E-14
             2.12E-14  7.99E-15  3.47E-15  1.41E-15  3.96E-16  1.46E-16  5.30E-17  1.36E-17  4.84E-18
   165       2.06E-12  1.45E-12  9.18E-13  6.47E-13  4.54E-13  2.81E-13  1.92E-13  1.28E-13  6.90E-14  3.99E-14
             2.12E-14  7.97E-15  3.46E-15  1.40E-15  3.95E-16  1.46E-16  5.29E-17  1.36E-17  4.83E-18
   166       2.88E-12  2.03E-12  1.28E-12  9.04E-13  6.35E-13  3.93E-13  2.69E-13  1.79E-13  9.65E-14  5.58E-14
             2.96E-14  1.12E-14  4.84E-15  1.97E-15  5.53E-16  2.04E-16  7.40E-17  1.90E-17  6.76E-18
   167       1.23E-12  8.71E-13  5.49E-13  3.87E-13  2.72E-13  1.68E-13  1.15E-13  7.64E-14  4.13E-14  2.39E-14
             1.27E-14  4.78E-15  2.08E-15  8.42E-16  2.37E-16  8.75E-17  3.17E-17  8.15E-18  2.90E-18
   168       1.66E-17  1.17E-17  7.36E-18  5.15E-18  3.57E-18  2.14E-18  1.41E-18  9.00E-19  4.70E-19  2.75E-19
             1.55E-19  6.66E-20  3.28E-20  1.51E-20  4.91E-21  1.97E-21  7.58E-22  2.05E-22  7.46E-23
   169       6.25E-18  4.41E-18  2.77E-18  1.94E-18  1.34E-18  8.04E-19  5.30E-19  3.38E-19  1.77E-19  1.04E-19
             5.82E-20  2.51E-20  1.23E-20  5.68E-21  1.85E-21  7.41E-22  2.85E-22  7.72E-23  2.81E-23
   171       1.33E-17  9.41E-18  5.91E-18  4.14E-18  2.87E-18  1.72E-18  1.13E-18  7.25E-19  3.79E-19  2.23E-19
             1.25E-19  5.40E-20  2.66E-20  1.23E-20  3.99E-21  1.60E-21  6.16E-22  1.67E-22  6.06E-23
   173       4.78E-17  3.37E-17  2.12E-17  1.48E-17  1.03E-17  6.16E-18  4.07E-18  2.60E-18  1.36E-18  8.01E-19
             4.51E-19  1.95E-19  9.61E-20  4.43E-20  1.44E-20  5.79E-21  2.23E-21  6.03E-22  2.19E-22
   174       2.40E-12  1.69E-12  1.06E-12  7.46E-13  5.19E-13  3.13E-13  2.06E-13  1.28E-13  6.11E-14  3.13E-14
             1.45E-14  4.63E-15  1.81E-15  6.80E-16  1.79E-16  6.43E-17  2.29E-17  5.82E-18  2.06E-18
   175       1.71E-12  1.21E-12  7.59E-13  5.32E-13  3.70E-13  2.23E-13  1.47E-13  9.16E-14  4.36E-14  2.23E-14
             1.04E-14  3.30E-15  1.29E-15  4.86E-16  1.28E-16  4.59E-17  1.64E-17  4.16E-18  1.47E-18
   176       2.39E-12  1.69E-12  1.06E-12  7.44E-13  5.17E-13  3.12E-13  2.05E-13  1.28E-13  6.10E-14  3.12E-14
             1.45E-14  4.62E-15  1.81E-15  6.80E-16  1.79E-16  6.42E-17  2.29E-17  5.82E-18  2.06E-18
   177       3.07E-12  2.17E-12  1.36E-12  9.56E-13  6.65E-13  4.01E-13  2.64E-13  1.65E-13  7.84E-14  4.01E-14
             1.86E-14  5.94E-15  2.33E-15  8.74E-16  2.30E-16  8.26E-17  2.94E-17  7.48E-18  2.65E-18
   178       1.52E-12  1.07E-12  6.70E-13  4.67E-13  3.20E-13  1.86E-13  1.17E-13  6.77E-14  2.85E-14  1.32E-14
             5.58E-15  1.62E-15  6.03E-16  2.19E-16  5.65E-17  2.01E-17  7.13E-18  1.81E-18  6.40E-19
   179       1.95E-12  1.38E-12  8.62E-13  6.00E-13  4.11E-13  2.39E-13  1.50E-13  8.71E-14  3.67E-14  1.70E-14
             7.17E-15  2.08E-15  7.75E-16  2.82E-16  7.27E-17  2.59E-17  9.17E-18  2.32E-18  8.22E-19
   180       1.95E-12  1.38E-12  8.62E-13  6.00E-13  4.11E-13  2.39E-13  1.50E-13  8.71E-14  3.67E-14  1.70E-14
             7.17E-15  2.08E-15  7.75E-16  2.82E-16  7.27E-17  2.59E-17  9.17E-18  2.32E-18  8.22E-19
   181       2.39E-12  1.68E-12  1.05E-12  7.33E-13  5.03E-13  2.93E-13  1.83E-13  1.06E-13  4.48E-14  2.07E-14
             8.77E-15  2.54E-15  9.47E-16  3.45E-16  8.88E-17  3.16E-17  1.12E-17  2.84E-18  1.00E-18
   182       6.91E-13  4.86E-13  3.02E-13  2.08E-13  1.40E-13  7.79E-14  4.61E-14  2.49E-14  9.39E-15  4.02E-15
             1.60E-15  4.41E-16  1.61E-16  5.77E-17  1.47E-17  5.23E-18  1.85E-18  4.69E-19  1.66E-19
   183       8.45E-13  5.94E-13  3.70E-13  2.55E-13  1.71E-13  9.52E-14  5.64E-14  3.04E-14  1.15E-14  4.92E-15
             1.96E-15  5.39E-16  1.96E-16  7.05E-17  1.80E-17  6.39E-18  2.26E-18  5.73E-19  2.03E-19
   184       8.45E-13  5.94E-13  3.70E-13  2.55E-13  1.71E-13  9.52E-14  5.64E-14  3.04E-14  1.15E-14  4.92E-15
             1.96E-15  5.39E-16  1.96E-16  7.05E-17  1.80E-17  6.39E-18  2.26E-18  5.73E-19  2.03E-19
   185       9.98E-13  7.02E-13  4.37E-13  3.01E-13  2.03E-13  1.13E-13  6.66E-14  3.59E-14  1.36E-14  5.81E-15
             2.31E-15  6.36E-16  2.32E-16  8.33E-17  2.13E-17  7.55E-18  2.67E-18  6.77E-19  2.40E-19
   187       1.24E-17  8.77E-18  5.50E-18  3.84E-18  2.64E-18  1.56E-18  1.01E-18  6.19E-19  2.97E-19  1.58E-19
             7.78E-20  2.73E-20  1.14E-20  4.53E-21  1.25E-21  4.58E-22  1.65E-22  4.24E-23  1.51E-23
   188       1.65E-17  1.16E-17  7.29E-18  5.08E-18  3.50E-18  2.07E-18  1.33E-18  8.21E-19  3.94E-19  2.09E-19
             1.03E-19  3.62E-20  1.52E-20  6.01E-21  1.66E-21  6.08E-22  2.19E-22  5.63E-23  2.00E-23
   189       2.17E-17  1.53E-17  9.59E-18  6.68E-18  4.60E-18  2.72E-18  1.75E-18  1.08E-18  5.18E-19  2.75E-19
             1.36E-19  4.76E-20  1.99E-20  7.90E-21  2.18E-21  8.00E-22  2.89E-22  7.40E-23  2.63E-23
   191       3.03E-17  2.14E-17  1.34E-17  9.34E-18  6.44E-18  3.80E-18  2.45E-18  1.51E-18  7.25E-19  3.85E-19
             1.90E-19  6.67E-20  2.79E-20  1.11E-20  3.06E-21  1.12E-21  4.04E-22  1.04E-22  3.68E-23
   192       1.96E-18  1.38E-18  8.64E-19  6.03E-19  4.15E-19  2.45E-19  1.58E-19  9.74E-20  4.68E-20  2.49E-20
             1.23E-20  4.31E-21  1.80E-21  7.14E-22  1.97E-22  7.24E-23  2.61E-23  6.69E-24  2.38E-24
