SEQ='N '     NUCCHG=42                                                  /LS/

   PARENT TERM INDEXING                 BWNP= 551357853.5   NPRNTI= 4   NPRNTF=12
   --------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
   381     4    2S1 2P3 7H1         (4)5(21.5) 36312311.0 
   382     4    2S1 2P3 7I1         (6)6(38.5) 36312621.2 
   383     4    2S1 2P3 7I1         (4)6(25.5) 36312621.2 
   384     1    2S2 2P2 8S1         (4)1( 5.5) 36439071.6 
   385     1    2S2 2P2 8S1         (2)1( 2.5) 36441826.3 
   386     1    2S2 2P2 8P1         (2)0( 0.5) 36455796.9 
   387     1    2S2 2P2 8P1         (4)2( 9.5) 36457538.9 
   388     1    2S2 2P2 8P1         (4)1( 5.5) 36458700.1 
   389     1    2S2 2P2 8P1         (4)0( 1.5) 36461526.0 
   390     1    2S2 2P2 8P1         (2)2( 4.5) 36462183.5 
   391     1    2S2 2P2 8P1         (2)1( 2.5) 36464632.4 
   392     1    2S2 2P2 8D1         (4)3(13.5) 36476187.0 
   393     1    2S2 2P2 8D1         (4)2( 9.5) 36477761.9 
   394     1    2S2 2P2 8D1         (2)1( 2.5) 36478432.9 
   395     1    2S2 2P2 8D1         (4)1( 5.5) 36479888.5 
   396     1    2S2 2P2 8D1         (2)3( 6.5) 36482412.0 
   397     1    2S2 2P2 8D1         (2)2( 4.5) 36485802.3 
   398     1    2S2 2P2 8F1         (4)4(17.5) 36489318.6 
   399     1    2S2 2P2 8F1         (4)2( 9.5) 36489474.5 
   400     1    2S2 2P2 8F1         (2)2( 4.5) 36489602.8 
   401     1    2S2 2P2 8F1         (2)4( 8.5) 36490738.2 
   402     1    2S2 2P2 8F1         (4)3(13.5) 36491026.5 
   403     1    2S2 2P2 8G1         (4)3(13.5) 36491890.9 
   404     1    2S2 2P2 8G1         (2)3( 6.5) 36491890.9 
   405     1    2S2 2P2 8G1         (4)4(17.5) 36491890.9 
   406     1    2S2 2P2 8G1         (2)4( 8.5) 36491890.9 
   407     1    2S2 2P2 8G1         (4)5(21.5) 36491890.9 
   408     1    2S2 2P2 8G1         (2)5(10.5) 36491890.9 
   409     1    2S2 2P2 8H1         (4)4(17.5) 36492356.0 
   410     1    2S2 2P2 8H1         (2)4( 8.5) 36492356.0 
   411     1    2S2 2P2 8H1         (4)5(21.5) 36492356.0 
   412     1    2S2 2P2 8H1         (2)5(10.5) 36492356.0 
   413     1    2S2 2P2 8H1         (4)6(25.5) 36492356.0 
   414     1    2S2 2P2 8H1         (2)6(12.5) 36492356.0 
   415     1    2S2 2P2 8I1         (4)5(21.5) 36492563.8 
   416     1    2S2 2P2 8I1         (2)5(10.5) 36492563.8 
   417     1    2S2 2P2 8I1         (4)6(25.5) 36492563.8 
   418     1    2S2 2P2 8I1         (2)6(12.5) 36492563.8 
   419     1    2S2 2P2 8I1         (4)7(29.5) 36492563.8 
   420     1    2S2 2P2 8I1         (2)7(14.5) 36492563.8 
   421     1    2S2 2P2 8J1         (4)6(25.5) 36492670.0 
   422     1    2S2 2P2 8J1         (2)6(12.5) 36492670.0 
   423     1    2S2 2P2 8J1         (4)7(29.5) 36492670.0 
   424     1    2S2 2P2 8J1         (2)7(14.5) 36492670.0 
   425     1    2S2 2P2 8J1         (4)8(33.5) 36492670.0 
   426     1    2S2 2P2 8J1         (2)8(16.5) 36492670.0 
   427     1    2S2 2P2 8F1         (2)3( 6.5) 36492956.0 
   428     2    2S2 2P2 8S1         (2)2( 4.5) 36619192.7 
   429     2    2S2 2P2 8P1         (2)3( 6.5) 36638144.1 
   430     2    2S2 2P2 8P1         (2)2( 4.5) 36638719.0 
   431     2    2S2 2P2 8P1         (2)1( 2.5) 36641151.2 
   432     2    2S2 2P2 8D1         (2)4( 8.5) 36657544.9 
   433     2    2S2 2P2 8D1         (2)3( 6.5) 36657558.0 
   434     2    2S2 2P2 8D1         (2)2( 4.5) 36659108.1 
   435     2    2S2 2P2 8D1         (2)1( 2.5) 36661081.2 
   436     2    2S2 2P2 8D1         (2)0( 0.5) 36662251.9 
   437     2    2S2 2P2 8F1         (2)4( 8.5) 36668243.7 
   438     2    2S2 2P2 8F1         (2)3( 6.5) 36668741.0 
   439     2    2S2 2P2 8F1         (2)5(10.5) 36670131.2 
   440     2    2S2 2P2 8F1         (2)2( 4.5) 36670338.6 
   441     2    2S2 2P2 8G1         (2)2( 4.5) 36671093.7 
   442     2    2S2 2P2 8G1         (2)3( 6.5) 36671093.7 
   443     2    2S2 2P2 8G1         (2)4( 8.5) 36671093.7 
   444     2    2S2 2P2 8G1         (2)5(10.5) 36671093.7 
   445     2    2S2 2P2 8G1         (2)6(12.5) 36671093.7 
   446     2    2S2 2P2 8H1         (2)3( 6.5) 36671558.9 
   447     2    2S2 2P2 8H1         (2)4( 8.5) 36671558.9 
   448     2    2S2 2P2 8H1         (2)5(10.5) 36671558.9 
   449     2    2S2 2P2 8H1         (2)6(12.5) 36671558.9 
   450     2    2S2 2P2 8H1         (2)7(14.5) 36671558.9 
   451     2    2S2 2P2 8I1         (2)4( 8.5) 36671766.7 
   452     2    2S2 2P2 8I1         (2)5(10.5) 36671766.7 
   453     2    2S2 2P2 8I1         (2)6(12.5) 36671766.7 
   454     2    2S2 2P2 8I1         (2)7(14.5) 36671766.7 
   455     2    2S2 2P2 8I1         (2)8(16.5) 36671766.7 
   456     2    2S2 2P2 8J1         (2)5(10.5) 36671872.9 
   457     2    2S2 2P2 8J1         (2)6(12.5) 36671872.9 
   458     2    2S2 2P2 8J1         (2)7(14.5) 36671872.9 
   459     2    2S2 2P2 8J1         (2)8(16.5) 36671872.9 
   460     2    2S2 2P2 8J1         (2)9(18.5) 36671872.9 
   461     2    2S2 2P2 8F1         (2)1( 2.5) 36671953.2 
   462     5    2S1 2P3 7P1         (4)1( 5.5) 36796302.9 
   463     3    2S2 2P2 8S1         (2)0( 0.5) 36806476.1 
   464     5    2S1 2P3 7D1         (4)2( 9.5) 36820625.5 
   465     3    2S2 2P2 8P1         (2)1( 2.5) 36826174.1 
   466     5    2S1 2P3 7F1         (4)3(13.5) 36837424.3 
   467     3    2S2 2P2 8D1         (2)2( 4.5) 36845716.2 
   468     3    2S2 2P2 8F1         (2)3( 6.5) 36856788.3 
   469     3    2S2 2P2 8G1         (2)4( 8.5) 36858290.3 
   470     3    2S2 2P2 8H1         (2)5(10.5) 36858755.4 
   471     3    2S2 2P2 8I1         (2)6(12.5) 36858963.2 
   472     3    2S2 2P2 8J1         (2)7(14.5) 36859069.4 
   473     4    2S1 2P3 8S1         (6)0( 2.5) 36939454.3 
   474     4    2S1 2P3 8S1         (4)0( 1.5) 36945350.0 
   475     4    2S1 2P3 8P1         (6)1( 8.5) 36958736.5 
   476     4    2S1 2P3 8P1         (4)1( 5.5) 36964673.3 
   477     6    2S1 2P3 7P1         (4)1( 5.5) 36973282.6 
   478     4    2S1 2P3 8D1         (6)2(14.5) 36977045.8 
   479     4    2S1 2P3 8D1         (4)2( 9.5) 36985734.5 
   480     4    2S1 2P3 8F1         (6)3(20.5) 36990132.3 
   481     4    2S1 2P3 8G1         (6)4(26.5) 36992349.9 
   482     4    2S1 2P3 8G1         (4)4(17.5) 36992349.9 
   483     4    2S1 2P3 8F1         (4)3(13.5) 36992460.1 
   484     4    2S1 2P3 8H1         (6)5(32.5) 36992815.1 
   485     4    2S1 2P3 8H1         (4)5(21.5) 36992815.1 
   486     4    2S1 2P3 8I1         (6)6(38.5) 36993022.9 
   487     4    2S1 2P3 8I1         (4)6(25.5) 36993022.9 
   488     4    2S1 2P3 8J1         (6)7(44.5) 36993129.1 
   489     4    2S1 2P3 8J1         (4)7(29.5) 36993129.1 
   490     6    2S1 2P3 7D1         (4)2( 9.5) 37001430.4 
   491     6    2S1 2P3 7F1         (4)3(13.5) 37017167.3 
   492     7    2S1 2P3 7S1         (4)0( 1.5) 37273330.1 
   493     7    2S1 2P3 7P1         (4)1( 5.5) 37301030.1 
   494     5    2S1 2P3 8P1         (4)1( 5.5) 37491576.2 
   495     5    2S1 2P3 8D1         (4)2( 9.5) 37507794.5 
   496     5    2S1 2P3 8F1         (4)3(13.5) 37518932.3 
   497     6    2S1 2P3 8P1         (4)1( 5.5) 37669335.7 
   498     6    2S1 2P3 8D1         (4)2( 9.5) 37688059.8 
   499     6    2S1 2P3 8F1         (4)3(13.5) 37698501.3 
   500     7    2S1 2P3 8S1         (4)0( 1.5) 37979654.9 

   N-SHELL INDEXING                                     NREP= 42
   ----------------
   IREP    N
   -----   -
     1     1
     2     2
     3     3
     4     4
     5     5
     6     6
     7     7
     8     8
     9     9
    10    10
    11    11
    12    12
    13    13
    14    14
    15    15
    16    16
    17    18
    18    20
    19    22
    20    25
    21    29
    22    35
    23    39
    24    45
    25    49
    26    55
    27    61
    28    70
    29    81
    30   100
    31   115
    32   140
    33   162
    34   200
    35   235
    36   300
    37   353
    38   450
    39   535
    40   700
    41   811
    42   999



 --------------------------------
 PRTI= 1  TRMPRT= (3P)  SPNPRT= 3

   INDX TE=  1.30E+04  2.59E+04  6.48E+04  1.30E+05  2.59E+05  6.48E+05  1.30E+06  2.59E+06  6.48E+06  1.30E+07
   ---- ---  2.59E+07  6.48E+07  1.30E+08  2.59E+08  6.48E+08  1.30E+09  2.59E+09  6.48E+09  1.30E+10
     1       2.24E-11  1.58E-11  1.00E-11  7.06E-12  4.98E-12  3.13E-12  2.19E-12  1.51E-12  9.02E-13  5.85E-13
             3.60E-13  1.69E-13  8.67E-14  4.09E-14  1.35E-14  5.46E-15  2.11E-15  5.71E-16  2.08E-16
     2       2.74E-11  1.94E-11  1.22E-11  8.65E-12  6.10E-12  3.83E-12  2.68E-12  1.86E-12  1.11E-12  7.19E-13
             4.42E-13  2.08E-13  1.07E-13  5.06E-14  1.68E-14  6.77E-15  2.61E-15  7.08E-16  2.58E-16
     3       1.67E-11  1.18E-11  7.45E-12  5.26E-12  3.71E-12  2.33E-12  1.63E-12  1.13E-12  6.74E-13  4.38E-13
             2.70E-13  1.27E-13  6.54E-14  3.09E-14  1.02E-14  4.14E-15  1.60E-15  4.33E-16  1.58E-16
     4       2.15E-13  1.52E-13  9.62E-14  6.81E-14  4.81E-14  3.05E-14  2.16E-14  1.53E-14  9.73E-15  6.90E-15
             4.86E-15  2.94E-15  1.91E-15  1.16E-15  5.35E-16  2.73E-16  1.30E-16  4.44E-17  1.85E-17
     7       1.01E-13  7.15E-14  4.52E-14  3.20E-14  2.26E-14  1.43E-14  1.02E-14  7.21E-15  4.60E-15  3.28E-15
             2.32E-15  1.42E-15  9.27E-16  5.67E-16  2.63E-16  1.35E-16  6.43E-17  2.20E-17  9.18E-18
     8       3.52E-15  2.49E-15  1.57E-15  1.11E-15  7.85E-16  4.94E-16  3.46E-16  2.41E-16  1.45E-16  9.55E-17
             5.98E-17  2.89E-17  1.51E-17  7.27E-18  2.44E-18  9.95E-19  3.86E-19  1.05E-19  3.83E-20
     9       6.48E-12  4.58E-12  2.90E-12  2.05E-12  1.45E-12  9.16E-13  6.48E-13  4.58E-13  2.89E-13  2.02E-13
             1.39E-13  8.10E-14  5.10E-14  3.01E-14  1.35E-14  6.79E-15  3.20E-15  1.08E-15  4.50E-16
    10       3.20E-12  2.26E-12  1.43E-12  1.01E-12  7.14E-13  4.52E-13  3.20E-13  2.26E-13  1.43E-13  1.00E-13
             6.90E-14  4.03E-14  2.54E-14  1.50E-14  6.74E-15  3.39E-15  1.60E-15  5.40E-16  2.25E-16
    12       1.23E-12  8.68E-13  5.49E-13  3.88E-13  2.73E-13  1.72E-13  1.20E-13  8.34E-14  4.99E-14  3.24E-14
             2.00E-14  9.39E-15  4.81E-15  2.27E-15  7.50E-16  3.02E-16  1.17E-16  3.16E-17  1.15E-17
    13       1.22E-11  8.62E-12  5.45E-12  3.85E-12  2.72E-12  1.71E-12  1.20E-12  8.29E-13  4.96E-13  3.23E-13
             1.99E-13  9.35E-14  4.80E-14  2.26E-14  7.48E-15  3.02E-15  1.16E-15  3.15E-16  1.15E-16
    14       7.28E-12  5.15E-12  3.25E-12  2.30E-12  1.62E-12  1.02E-12  7.14E-13  4.95E-13  2.96E-13  1.93E-13
             1.19E-13  5.60E-14  2.87E-14  1.36E-14  4.48E-15  1.81E-15  6.97E-16  1.89E-16  6.87E-17
    16       4.31E-12  3.05E-12  1.93E-12  1.36E-12  9.61E-13  6.04E-13  4.23E-13  2.94E-13  1.76E-13  1.15E-13
             7.07E-14  3.33E-14  1.71E-14  8.08E-15  2.67E-15  1.08E-15  4.16E-16  1.13E-16  4.10E-17
    17       2.47E-12  1.74E-12  1.10E-12  7.78E-13  5.49E-13  3.46E-13  2.42E-13  1.68E-13  1.01E-13  6.57E-14
             4.05E-14  1.91E-14  9.83E-15  4.64E-15  1.54E-15  6.20E-16  2.39E-16  6.48E-17  2.36E-17
    19       2.37E-12  1.68E-12  1.06E-12  7.49E-13  5.28E-13  3.32E-13  2.33E-13  1.62E-13  9.69E-14  6.32E-14
             3.90E-14  1.84E-14  9.48E-15  4.48E-15  1.48E-15  5.99E-16  2.31E-16  6.26E-17  2.28E-17
    22       1.62E-12  1.15E-12  7.26E-13  5.13E-13  3.62E-13  2.28E-13  1.60E-13  1.11E-13  6.67E-14  4.37E-14
             2.70E-14  1.28E-14  6.61E-15  3.13E-15  1.04E-15  4.19E-16  1.62E-16  4.39E-17  1.60E-17
    23       7.06E-13  4.99E-13  3.16E-13  2.23E-13  1.57E-13  9.90E-14  6.94E-14  4.83E-14  2.91E-14  1.90E-14
             1.18E-14  5.60E-15  2.89E-15  1.37E-15  4.54E-16  1.83E-16  7.08E-17  1.92E-17  6.98E-18
    24       1.16E-11  8.22E-12  5.18E-12  3.65E-12  2.56E-12  1.59E-12  1.08E-12  7.18E-13  3.87E-13  2.24E-13
             1.18E-13  4.43E-14  1.91E-14  7.72E-15  2.16E-15  7.97E-16  2.88E-16  7.40E-17  2.63E-17
    25       3.50E-13  2.48E-13  1.57E-13  1.11E-13  7.81E-14  4.91E-14  3.45E-14  2.40E-14  1.45E-14  9.48E-15
             5.89E-15  2.80E-15  1.45E-15  6.86E-16  2.28E-16  9.20E-17  3.55E-17  9.64E-18  3.51E-18
    26       8.24E-12  5.82E-12  3.67E-12  2.59E-12  1.82E-12  1.12E-12  7.68E-13  5.09E-13  2.75E-13  1.59E-13
             8.40E-14  3.15E-14  1.36E-14  5.49E-15  1.54E-15  5.67E-16  2.05E-16  5.27E-17  1.87E-17
    27       2.32E-12  1.64E-12  1.03E-12  7.27E-13  5.10E-13  3.16E-13  2.16E-13  1.43E-13  7.72E-14  4.46E-14
             2.36E-14  8.84E-15  3.82E-15  1.54E-15  4.32E-16  1.59E-16  5.76E-17  1.48E-17  5.26E-18
    28       3.56E-12  2.52E-12  1.59E-12  1.12E-12  7.85E-13  4.86E-13  3.32E-13  2.20E-13  1.19E-13  6.87E-14
             3.64E-14  1.37E-14  5.90E-15  2.38E-15  6.68E-16  2.46E-16  8.90E-17  2.29E-17  8.13E-18
    30       4.88E-12  3.45E-12  2.18E-12  1.53E-12  1.08E-12  6.66E-13  4.55E-13  3.02E-13  1.63E-13  9.43E-14
             4.99E-14  1.87E-14  8.10E-15  3.27E-15  9.17E-16  3.38E-16  1.22E-16  3.14E-17  1.12E-17
    31       2.66E-12  1.88E-12  1.19E-12  8.36E-13  5.86E-13  3.63E-13  2.48E-13  1.65E-13  8.92E-14  5.16E-14
             2.74E-14  1.03E-14  4.45E-15  1.80E-15  5.05E-16  1.86E-16  6.74E-17  1.73E-17  6.15E-18
    34       9.47E-13  6.69E-13  4.22E-13  2.97E-13  2.09E-13  1.29E-13  8.84E-14  5.87E-14  3.18E-14  1.84E-14
             9.79E-15  3.68E-15  1.60E-15  6.45E-16  1.81E-16  6.68E-17  2.42E-17  6.20E-18  2.21E-18
    35       2.06E-12  1.46E-12  9.18E-13  6.47E-13  4.54E-13  2.81E-13  1.92E-13  1.28E-13  6.93E-14  4.02E-14
             2.13E-14  8.03E-15  3.48E-15  1.41E-15  3.95E-16  1.46E-16  5.27E-17  1.35E-17  4.81E-18
    36       1.47E-13  1.04E-13  6.55E-14  4.62E-14  3.24E-14  2.01E-14  1.37E-14  9.13E-15  4.95E-15  2.87E-15
             1.52E-15  5.74E-16  2.49E-16  1.01E-16  2.83E-17  1.04E-17  3.77E-18  9.68E-19  3.44E-19
    38       3.43E-13  2.43E-13  1.53E-13  1.08E-13  7.57E-14  4.69E-14  3.21E-14  2.13E-14  1.16E-14  6.73E-15
             3.58E-15  1.35E-15  5.87E-16  2.38E-16  6.67E-17  2.46E-17  8.91E-18  2.29E-18  8.13E-19
    48       4.48E-17  3.17E-17  2.01E-17  1.42E-17  1.01E-17  6.42E-18  4.59E-18  3.31E-18  2.19E-18  1.61E-18
             1.18E-18  7.42E-19  4.90E-19  3.01E-19  1.40E-19  7.13E-20  3.39E-20  1.16E-20  4.84E-21
    49       2.21E-17  1.56E-17  9.87E-18  6.99E-18  4.95E-18  3.16E-18  2.26E-18  1.63E-18  1.08E-18  7.97E-19
             5.84E-19  3.69E-19  2.44E-19  1.50E-19  6.96E-20  3.56E-20  1.69E-20  5.78E-21  2.42E-21
    51       7.86E-17  5.56E-17  3.51E-17  2.49E-17  1.76E-17  1.11E-17  7.90E-18  5.59E-18  3.50E-18  2.38E-18
             1.54E-18  7.74E-19  4.13E-19  2.00E-19  6.80E-20  2.78E-20  1.08E-20  2.94E-21  1.07E-21
    53       4.39E-18  3.10E-18  1.96E-18  1.39E-18  9.82E-19  6.22E-19  4.41E-19  3.12E-19  1.95E-19  1.33E-19
             8.65E-20  4.34E-20  2.32E-20  1.13E-20  3.83E-21  1.56E-21  6.08E-22  1.66E-22  6.04E-23
    54       4.67E-17  3.30E-17  2.09E-17  1.48E-17  1.05E-17  6.63E-18  4.70E-18  3.33E-18  2.08E-18  1.42E-18
             9.23E-19  4.64E-19  2.48E-19  1.20E-19  4.09E-20  1.67E-20  6.50E-21  1.77E-21  6.46E-22
    57       6.09E-17  4.31E-17  2.72E-17  1.93E-17  1.36E-17  8.65E-18  6.14E-18  4.35E-18  2.74E-18  1.88E-18
             1.22E-18  6.17E-19  3.30E-19  1.61E-19  5.47E-20  2.24E-20  8.71E-21  2.38E-21  8.66E-22
    58       5.78E-17  4.09E-17  2.59E-17  1.83E-17  1.30E-17  8.22E-18  5.84E-18  4.15E-18  2.62E-18  1.80E-18
             1.18E-18  5.98E-19  3.21E-19  1.57E-19  5.35E-20  2.19E-20  8.53E-21  2.33E-21  8.48E-22
    59       1.06E-16  7.52E-17  4.75E-17  3.35E-17  2.36E-17  1.47E-17  1.02E-17  6.87E-18  3.85E-18  2.31E-18
             1.27E-18  4.96E-19  2.20E-19  9.03E-20  2.57E-20  9.51E-21  3.45E-21  8.89E-22  3.16E-22
    61       4.27E-17  3.02E-17  1.90E-17  1.34E-17  9.46E-18  5.90E-18  4.08E-18  2.76E-18  1.55E-18  9.28E-19
             5.11E-19  2.00E-19  8.87E-20  3.65E-20  1.04E-20  3.85E-21  1.40E-21  3.60E-22  1.28E-22
    65       6.15E-17  4.35E-17  2.75E-17  1.94E-17  1.36E-17  8.51E-18  5.89E-18  3.99E-18  2.25E-18  1.35E-18
             7.46E-19  2.93E-19  1.30E-19  5.37E-20  1.53E-20  5.67E-21  2.06E-21  5.30E-22  1.89E-22
    66       4.30E-17  3.04E-17  1.92E-17  1.35E-17  9.53E-18  5.95E-18  4.12E-18  2.80E-18  1.58E-18  9.51E-19
             5.26E-19  2.07E-19  9.21E-20  3.80E-20  1.08E-20  4.02E-21  1.46E-21  3.75E-22  1.34E-22
    67       6.43E-17  4.54E-17  2.87E-17  2.02E-17  1.42E-17  8.90E-18  6.16E-18  4.18E-18  2.36E-18  1.42E-18
             7.86E-19  3.10E-19  1.38E-19  5.68E-20  1.62E-20  6.00E-21  2.18E-21  5.61E-22  2.00E-22
    68       1.13E-17  8.02E-18  5.06E-18  3.57E-18  2.52E-18  1.57E-18  1.09E-18  7.41E-19  4.20E-19  2.54E-19
             1.41E-19  5.60E-20  2.50E-20  1.03E-20  2.94E-21  1.09E-21  3.97E-22  1.02E-22  3.63E-23
    69       2.90E-12  2.05E-12  1.30E-12  9.16E-13  6.48E-13  4.10E-13  2.90E-13  2.04E-13  1.28E-13  8.91E-14
             6.08E-14  3.49E-14  2.17E-14  1.27E-14  5.67E-15  2.84E-15  1.33E-15  4.49E-16  1.87E-16
    70       1.44E-12  1.02E-12  6.42E-13  4.54E-13  3.21E-13  2.03E-13  1.44E-13  1.01E-13  6.37E-14  4.43E-14
             3.03E-14  1.74E-14  1.08E-14  6.36E-15  2.83E-15  1.42E-15  6.65E-16  2.24E-16  9.33E-17
    71       5.55E-13  3.92E-13  2.48E-13  1.75E-13  1.24E-13  7.77E-14  5.44E-14  3.77E-14  2.26E-14  1.46E-14
             8.98E-15  4.20E-15  2.15E-15  1.01E-15  3.32E-16  1.34E-16  5.15E-17  1.39E-17  5.07E-18
    72       5.52E-12  3.90E-12  2.47E-12  1.74E-12  1.23E-12  7.73E-13  5.42E-13  3.76E-13  2.25E-13  1.46E-13
             8.96E-14  4.19E-14  2.14E-14  1.01E-14  3.32E-15  1.34E-15  5.15E-16  1.39E-16  5.06E-17
    73       3.30E-12  2.33E-12  1.47E-12  1.04E-12  7.35E-13  4.62E-13  3.24E-13  2.25E-13  1.34E-13  8.74E-14
             5.36E-14  2.51E-14  1.28E-14  6.04E-15  1.99E-15  8.01E-16  3.09E-16  8.35E-17  3.04E-17
    75       2.60E-12  1.84E-12  1.16E-12  8.20E-13  5.79E-13  3.64E-13  2.55E-13  1.77E-13  1.06E-13  6.90E-14
             4.24E-14  1.99E-14  1.02E-14  4.79E-15  1.58E-15  6.35E-16  2.45E-16  6.63E-17  2.41E-17
    76       1.09E-12  7.69E-13  4.86E-13  3.44E-13  2.43E-13  1.53E-13  1.07E-13  7.42E-14  4.45E-14  2.89E-14
             1.78E-14  8.34E-15  4.26E-15  2.01E-15  6.61E-16  2.66E-16  1.03E-16  2.78E-17  1.01E-17
    77       1.54E-12  1.09E-12  6.88E-13  4.86E-13  3.43E-13  2.16E-13  1.51E-13  1.05E-13  6.30E-14  4.10E-14
             2.52E-14  1.18E-14  6.05E-15  2.85E-15  9.39E-16  3.79E-16  1.46E-16  3.95E-17  1.44E-17
    78       7.02E-12  4.96E-12  3.13E-12  2.21E-12  1.55E-12  9.58E-13  6.55E-13  4.35E-13  2.35E-13  1.36E-13
             7.17E-14  2.68E-14  1.16E-14  4.67E-15  1.31E-15  4.82E-16  1.74E-16  4.47E-17  1.59E-17
    79       4.99E-12  3.53E-12  2.23E-12  1.57E-12  1.10E-12  6.81E-13  4.66E-13  3.09E-13  1.67E-13  9.65E-14
             5.11E-14  1.91E-14  8.25E-15  3.33E-15  9.32E-16  3.43E-16  1.24E-16  3.19E-17  1.13E-17
    80       1.47E-12  1.04E-12  6.57E-13  4.63E-13  3.25E-13  2.01E-13  1.37E-13  9.13E-14  4.93E-14  2.85E-14
             1.51E-14  5.65E-15  2.44E-15  9.84E-16  2.76E-16  1.01E-16  3.67E-17  9.42E-18  3.35E-18
    82       2.97E-12  2.10E-12  1.33E-12  9.34E-13  6.56E-13  4.06E-13  2.77E-13  1.84E-13  9.97E-14  5.76E-14
             3.05E-14  1.14E-14  4.93E-15  1.99E-15  5.58E-16  2.05E-16  7.43E-17  1.91E-17  6.78E-18
    83       1.19E-13  8.43E-14  5.33E-14  3.76E-14  2.66E-14  1.67E-14  1.18E-14  8.19E-15  4.94E-15  3.23E-15
             2.00E-15  9.43E-16  4.84E-16  2.29E-16  7.55E-17  3.05E-17  1.17E-17  3.18E-18  1.16E-18
    84       3.21E-12  2.27E-12  1.43E-12  1.01E-12  7.07E-13  4.38E-13  3.00E-13  1.99E-13  1.08E-13  6.23E-14
             3.30E-14  1.24E-14  5.34E-15  2.15E-15  6.03E-16  2.22E-16  8.04E-17  2.06E-17  7.33E-18
    86       7.42E-14  5.24E-14  3.32E-14  2.34E-14  1.65E-14  1.04E-14  7.32E-15  5.10E-15  3.08E-15  2.02E-15
             1.25E-15  5.90E-16  3.03E-16  1.43E-16  4.73E-17  1.91E-17  7.35E-18  1.99E-18  7.24E-19
    87       2.41E-12  1.70E-12  1.07E-12  7.56E-13  5.31E-13  3.29E-13  2.25E-13  1.50E-13  8.10E-14  4.69E-14
             2.49E-14  9.33E-15  4.03E-15  1.63E-15  4.56E-16  1.68E-16  6.08E-17  1.56E-17  5.55E-18
    88       2.50E-12  1.77E-12  1.11E-12  7.79E-13  5.42E-13  3.27E-13  2.15E-13  1.34E-13  6.39E-14  3.27E-14
             1.52E-14  4.86E-15  1.90E-15  7.13E-16  1.88E-16  6.74E-17  2.40E-17  6.10E-18  2.16E-18
    89       1.25E-12  8.83E-13  5.55E-13  3.89E-13  2.71E-13  1.63E-13  1.07E-13  6.70E-14  3.20E-14  1.64E-14
             7.61E-15  2.43E-15  9.50E-16  3.57E-16  9.39E-17  3.37E-17  1.20E-17  3.05E-18  1.08E-18
    90       4.50E-12  3.18E-12  2.00E-12  1.40E-12  9.75E-13  5.88E-13  3.87E-13  2.41E-13  1.15E-13  5.89E-14
             2.74E-14  8.74E-15  3.42E-15  1.28E-15  3.38E-16  1.21E-16  4.32E-17  1.10E-17  3.89E-18
    91       2.24E-12  1.58E-12  9.96E-13  6.99E-13  4.86E-13  2.93E-13  1.93E-13  1.20E-13  5.74E-14  2.94E-14
             1.37E-14  4.36E-15  1.71E-15  6.40E-16  1.69E-16  6.05E-17  2.16E-17  5.48E-18  1.94E-18
    92       3.48E-12  2.46E-12  1.55E-12  1.08E-12  7.54E-13  4.55E-13  2.99E-13  1.87E-13  8.91E-14  4.56E-14
             2.12E-14  6.77E-15  2.65E-15  9.95E-16  2.62E-16  9.40E-17  3.35E-17  8.51E-18  3.01E-18
    93       1.74E-12  1.22E-12  7.71E-13  5.40E-13  3.76E-13  2.27E-13  1.49E-13  9.31E-14  4.44E-14  2.28E-14
             1.06E-14  3.38E-15  1.32E-15  4.97E-16  1.31E-16  4.69E-17  1.67E-17  4.25E-18  1.50E-18
    96       2.33E-13  1.64E-13  1.04E-13  7.31E-14  5.13E-14  3.18E-14  2.18E-14  1.45E-14  7.90E-15  4.59E-15
             2.44E-15  9.20E-16  3.98E-16  1.61E-16  4.52E-17  1.67E-17  6.03E-18  1.55E-18  5.50E-19
